Name	project100
Expected duration	193
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	24.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	49.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	74.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	98.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	2.4	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	4.8	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	7.2	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	9.6	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	12.1	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	14.5	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	16.9	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	19.3	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	21.7	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	24.1	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	26.5	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	28.9	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	31.4	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	33.8	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	36.2	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	38.6	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	43.4	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	45.8	0.0	0.0	0.0	0.0	0.0	0.0
25	100.0	48.2	0.0	0.0	0.0	0.0	0.0	0.0
26	100.0	50.6	0.0	0.0	0.0	0.0	0.0	0.0
27	100.0	53.1	0.0	0.0	0.0	0.0	0.0	0.0
28	100.0	55.5	0.0	0.0	0.0	0.0	0.0	0.0
29	100.0	57.9	0.0	0.0	0.0	0.0	0.0	0.0
30	100.0	60.3	0.0	0.0	0.0	0.0	0.0	0.0
31	100.0	62.7	0.0	0.0	0.0	3.0	0.0	0.0
32	100.0	65.1	0.0	0.0	0.0	6.0	0.0	0.0
33	100.0	67.5	0.0	0.0	0.0	9.0	0.0	0.0
34	100.0	69.9	0.0	0.0	0.0	12.0	0.0	0.0
35	100.0	72.3	0.0	0.0	0.0	15.0	0.0	0.0
36	100.0	74.7	0.0	0.0	0.0	18.0	0.0	0.0
37	100.0	77.1	0.0	0.0	0.0	20.9	0.0	0.0
38	100.0	79.6	0.0	0.0	0.0	24.0	0.0	0.0
39	100.0	82.0	0.0	0.0	0.0	27.0	0.0	0.0
40	100.0	84.4	0.0	0.0	0.0	30.0	0.0	0.0
41	100.0	86.8	0.0	0.0	0.0	33.0	0.0	0.0
42	100.0	89.2	0.0	0.0	0.0	36.0	0.0	0.0
43	100.0	91.7	0.0	0.0	0.0	39.0	0.0	0.0
44	100.0	94.1	0.0	0.0	0.0	42.0	0.0	0.0
45	100.0	96.5	0.0	0.0	0.0	45.0	0.0	0.0
46	100.0	98.9	0.0	0.0	0.0	48.0	0.0	0.0
47	100.0	100.0	0.0	0.0	0.0	51.0	0.0	0.0
48	100.0	100.0	0.0	0.0	0.0	54.0	1.6	0.0
49	100.0	100.0	0.0	0.0	0.0	56.9	3.1	0.0
50	100.0	100.0	0.0	0.0	0.0	59.9	4.7	0.0
51	100.0	100.0	0.0	0.0	0.0	62.9	6.3	0.0
52	100.0	100.0	0.0	0.0	0.0	65.9	7.9	0.0
53	100.0	100.0	0.0	0.0	0.0	68.9	9.4	0.0
54	100.0	100.0	0.0	0.0	0.0	72.0	11.0	0.0
55	100.0	100.0	0.0	0.0	0.0	75.0	12.5	0.0
56	100.0	100.0	0.0	0.0	0.0	78.0	14.1	0.0
57	100.0	100.0	0.0	0.0	0.0	81.0	15.7	0.0
58	100.0	100.0	0.0	0.0	0.0	84.0	17.2	0.0
59	100.0	100.0	0.0	0.0	0.0	87.0	18.8	0.0
60	100.0	100.0	0.0	0.0	0.0	89.9	20.4	0.0
61	100.0	100.0	0.0	0.0	0.0	92.9	21.9	0.0
62	100.0	100.0	0.0	0.0	0.0	95.9	23.5	0.0
63	100.0	100.0	0.0	0.0	0.0	98.9	25.1	0.0
64	100.0	100.0	0.0	0.0	0.0	100.0	26.6	0.0
65	100.0	100.0	0.0	0.0	0.0	100.0	28.2	0.0
66	100.0	100.0	0.0	0.0	0.0	100.0	29.8	0.0
67	100.0	100.0	0.0	0.0	0.0	100.0	31.4	0.0
68	100.0	100.0	0.0	1.4	0.0	100.0	32.9	0.0
69	100.0	100.0	0.0	2.8	0.0	100.0	34.5	0.0
70	100.0	100.0	0.0	4.2	0.0	100.0	36.1	0.0
71	100.0	100.0	0.0	5.6	0.0	100.0	37.6	0.0
72	100.0	100.0	0.0	7.0	0.0	100.0	39.2	0.0
73	100.0	100.0	0.0	8.3	0.0	100.0	40.7	0.0
74	100.0	100.0	0.0	9.7	0.0	100.0	42.3	0.0
75	100.0	100.0	0.0	11.1	0.0	100.0	43.9	0.0
76	100.0	100.0	0.0	12.5	0.0	100.0	45.5	0.0
77	100.0	100.0	0.0	13.9	0.0	100.0	47.0	0.0
78	100.0	100.0	0.0	15.3	0.0	100.0	48.6	0.0
79	100.0	100.0	0.0	16.7	0.0	100.0	50.1	0.0
80	100.0	100.0	0.0	18.1	0.0	100.0	51.7	0.0
81	100.0	100.0	0.0	19.5	0.0	100.0	53.3	0.0
82	100.0	100.0	0.0	20.9	0.0	100.0	54.9	0.0
83	100.0	100.0	0.0	22.3	3.0	100.0	56.4	0.0
84	100.0	100.0	0.0	23.7	6.0	100.0	58.0	0.0
85	100.0	100.0	0.0	25.1	9.0	100.0	59.6	0.0
86	100.0	100.0	0.0	26.5	12.0	100.0	61.1	0.0
87	100.0	100.0	0.0	27.9	15.0	100.0	62.7	0.0
88	100.0	100.0	0.0	29.3	18.0	100.0	64.3	0.0
89	100.0	100.0	0.0	30.7	21.0	100.0	65.8	0.0
90	100.0	100.0	0.0	32.1	24.0	100.0	67.4	0.0
91	100.0	100.0	0.0	33.4	27.0	100.0	69.0	0.0
92	100.0	100.0	0.0	34.8	30.0	100.0	70.5	0.0
93	100.0	100.0	0.0	36.2	33.0	100.0	72.1	0.0
94	100.0	100.0	0.0	37.6	36.0	100.0	73.7	0.0
95	100.0	100.0	0.0	39.0	39.0	100.0	75.3	0.0
96	100.0	100.0	0.0	40.4	42.0	100.0	76.8	0.0
97	100.0	100.0	0.0	41.8	45.0	100.0	78.4	0.0
98	100.0	100.0	0.0	43.2	48.0	100.0	80.0	0.0
99	100.0	100.0	0.0	44.6	51.0	100.0	81.5	0.0
100	100.0	100.0	0.0	46.0	54.0	100.0	83.1	0.0
101	100.0	100.0	0.0	47.4	57.0	100.0	84.7	0.0
102	100.0	100.0	0.0	48.8	59.9	100.0	86.3	0.0
103	100.0	100.0	0.0	50.2	62.9	100.0	87.8	0.0
104	100.0	100.0	0.0	51.6	65.9	100.0	89.4	0.0
105	100.0	100.0	0.0	52.9	68.9	100.0	91.0	0.0
106	100.0	100.0	0.0	54.3	71.9	100.0	92.6	0.0
107	100.0	100.0	0.0	55.7	74.9	100.0	94.1	0.0
108	100.0	100.0	0.0	57.1	77.9	100.0	95.7	0.0
109	100.0	100.0	0.0	58.5	80.9	100.0	97.3	0.0
110	100.0	100.0	0.0	59.9	83.9	100.0	98.8	0.0
111	100.0	100.0	0.0	61.3	86.9	100.0	100.0	0.0
112	100.0	100.0	0.0	62.7	89.9	100.0	100.0	0.0
113	100.0	100.0	0.0	64.1	92.9	100.0	100.0	0.0
114	100.0	100.0	0.0	65.5	95.9	100.0	100.0	0.0
115	100.0	100.0	0.0	66.9	98.9	100.0	100.0	0.0
116	100.0	100.0	0.0	68.2	100.0	100.0	100.0	0.0
117	100.0	100.0	0.0	69.6	100.0	100.0	100.0	0.0
118	100.0	100.0	0.0	71.0	100.0	100.0	100.0	0.0
119	100.0	100.0	0.0	72.4	100.0	100.0	100.0	0.0
120	100.0	100.0	0.0	73.8	100.0	100.0	100.0	0.0
121	100.0	100.0	0.0	75.2	100.0	100.0	100.0	0.0
122	100.0	100.0	0.0	76.6	100.0	100.0	100.0	0.0
123	100.0	100.0	0.0	78.0	100.0	100.0	100.0	0.0
124	100.0	100.0	0.0	79.4	100.0	100.0	100.0	0.0
125	100.0	100.0	0.0	80.8	100.0	100.0	100.0	0.0
126	100.0	100.0	0.0	82.2	100.0	100.0	100.0	0.0
127	100.0	100.0	0.0	83.6	100.0	100.0	100.0	0.0
