Name	project088
Expected duration	145
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	33.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	66.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	99.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	3.2	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	6.4	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	9.7	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	12.9	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	16.1	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	19.3	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	22.5	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	25.8	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	32.2	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	35.4	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	38.6	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	41.9	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	45.1	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	48.3	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	51.5	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	54.7	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	61.2	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	64.4	0.0	0.0	0.0	4.0	0.0	0.0
25	100.0	67.6	0.0	0.0	0.0	8.0	0.0	0.0
26	100.0	70.9	0.0	0.0	0.0	12.0	0.0	0.0
27	100.0	74.1	0.0	0.0	0.0	16.0	0.0	0.0
28	100.0	77.3	0.0	0.0	0.0	20.0	0.0	0.0
29	100.0	80.5	0.0	0.0	0.0	23.9	0.0	0.0
30	100.0	83.7	0.0	0.0	0.0	27.9	0.0	0.0
31	100.0	86.9	0.0	0.0	0.0	31.9	0.0	0.0
32	100.0	90.2	0.0	0.0	0.0	35.9	0.0	0.0
33	100.0	93.4	0.0	0.0	0.0	39.9	0.0	0.0
34	100.0	96.6	0.0	0.0	0.0	43.9	0.0	0.0
35	100.0	99.8	0.0	0.0	0.0	47.9	0.0	0.0
36	100.0	100.0	0.0	0.0	0.0	51.9	0.0	0.0
37	100.0	100.0	0.0	0.0	0.0	55.9	2.1	0.0
38	100.0	100.0	0.0	0.0	0.0	59.9	4.2	0.0
39	100.0	100.0	0.0	0.0	0.0	63.9	6.2	0.0
40	100.0	100.0	0.0	0.0	0.0	67.9	8.3	0.0
41	100.0	100.0	0.0	0.0	0.0	71.8	10.4	0.0
42	100.0	100.0	0.0	0.0	0.0	75.8	12.5	0.0
43	100.0	100.0	0.0	0.0	0.0	79.8	14.6	0.0
44	100.0	100.0	0.0	0.0	0.0	83.8	16.6	0.0
45	100.0	100.0	0.0	0.0	0.0	87.8	18.7	0.0
46	100.0	100.0	0.0	0.0	0.0	91.8	20.8	0.0
47	100.0	100.0	0.0	0.0	0.0	95.8	22.9	0.0
48	100.0	100.0	0.0	0.0	0.0	99.8	24.9	0.0
49	100.0	100.0	0.0	0.0	0.0	100.0	27.0	0.0
50	100.0	100.0	0.0	0.0	0.0	100.0	29.1	0.0
51	100.0	100.0	0.0	0.0	0.0	100.0	31.2	0.0
52	100.0	100.0	0.0	1.9	0.0	100.0	33.3	0.0
53	100.0	100.0	0.0	3.8	0.0	100.0	35.3	0.0
54	100.0	100.0	0.0	5.6	0.0	100.0	37.4	0.0
55	100.0	100.0	0.0	7.5	0.0	100.0	39.5	0.0
56	100.0	100.0	0.0	9.4	0.0	100.0	41.6	0.0
57	100.0	100.0	0.0	11.3	0.0	100.0	43.7	0.0
58	100.0	100.0	0.0	13.2	0.0	100.0	45.7	0.0
59	100.0	100.0	0.0	15.1	0.0	100.0	47.8	0.0
60	100.0	100.0	0.0	16.9	0.0	100.0	49.9	0.0
61	100.0	100.0	0.0	18.8	0.0	100.0	52.0	0.0
62	100.0	100.0	0.0	20.7	0.0	100.0	54.1	0.0
