Name	project037
Expected duration	169
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	28.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	55.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	83.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	2.3	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	4.8	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	7.1	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	9.5	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	14.2	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	16.6	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	19.1	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	21.4	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	23.9	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	26.2	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	28.5	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	30.6	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	33.1	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	35.3	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	37.6	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	42.3	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	44.7	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	47.2	0.0	0.0	0.0	0.0	0.0	0.0
25	100.0	49.5	0.0	0.0	0.0	0.0	0.0	0.0
26	100.0	51.7	0.0	0.0	0.0	0.0	0.0	0.0
27	100.0	54.2	0.0	0.0	0.0	0.0	0.0	0.0
28	100.0	56.6	0.0	0.0	0.0	0.0	0.0	0.0
29	100.0	58.8	0.0	0.0	0.0	0.0	0.0	0.0
30	100.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0
31	100.0	63.3	0.0	0.0	0.0	3.1	0.0	0.0
32	100.0	66.0	0.0	0.0	0.0	5.9	0.0	0.0
33	100.0	68.3	0.0	0.0	0.0	8.6	0.0	0.0
34	100.0	70.9	0.0	0.0	0.0	11.5	0.0	0.0
35	100.0	73.1	0.0	0.0	0.0	14.4	0.0	0.0
36	100.0	75.5	0.0	0.0	0.0	17.2	0.0	0.0
37	100.0	77.9	0.0	0.0	0.0	20.2	0.0	0.0
38	100.0	80.3	0.0	0.0	0.0	23.2	0.0	0.0
39	100.0	82.8	0.0	0.0	0.0	26.0	0.0	0.0
40	100.0	85.2	0.0	0.0	0.0	29.1	0.0	0.0
41	100.0	87.7	0.0	0.0	0.0	31.9	0.0	0.0
42	100.0	90.3	0.0	0.0	0.0	34.6	0.0	0.0
43	100.0	92.6	0.0	0.0	0.0	37.7	0.0	0.0
44	100.0	95.0	0.0	0.0	0.0	40.5	0.0	0.0
45	100.0	97.6	0.0	0.0	0.0	43.5	0.0	0.0
46	100.0	100.0	0.0	0.0	0.0	46.5	0.0	0.0
47	100.0	100.0	0.0	0.0	0.0	49.2	0.0	0.0
48	100.0	100.0	0.0	0.0	0.0	51.9	1.5	0.0
49	100.0	100.0	0.0	0.0	0.0	54.7	3.0	0.0
50	100.0	100.0	0.0	0.0	0.0	57.7	4.4	0.0
51	100.0	100.0	0.0	0.0	0.0	60.7	5.8	0.0
52	100.0	100.0	0.0	0.0	0.0	63.4	7.4	0.0
53	100.0	100.0	0.0	0.0	0.0	66.8	8.8	0.0
54	100.0	100.0	0.0	0.0	0.0	69.9	10.2	0.0
55	100.0	100.0	0.0	0.0	0.0	72.6	11.8	0.0
56	100.0	100.0	0.0	0.0	0.0	75.8	13.4	0.0
57	100.0	100.0	0.0	0.0	0.0	79.1	14.8	0.0
58	100.0	100.0	0.0	0.0	0.0	81.8	16.3	0.0
59	100.0	100.0	0.0	0.0	0.0	84.7	17.8	0.0
60	100.0	100.0	0.0	0.0	0.0	87.5	19.3	0.0
61	100.0	100.0	0.0	0.0	0.0	90.4	21.0	0.0
62	100.0	100.0	0.0	0.0	0.0	93.3	22.5	0.0
63	100.0	100.0	0.0	0.0	0.0	96.2	24.1	0.0
64	100.0	100.0	0.0	0.0	0.0	99.1	25.5	0.0
65	100.0	100.0	0.0	0.0	0.0	100.0	27.0	0.0
66	100.0	100.0	0.0	0.0	0.0	100.0	28.8	0.0
67	100.0	100.0	0.0	0.0	0.0	100.0	30.3	0.0
68	100.0	100.0	0.0	1.3	0.0	100.0	31.8	0.0
69	100.0	100.0	0.0	2.8	0.0	100.0	33.3	0.0
70	100.0	100.0	0.0	4.1	0.0	100.0	34.8	0.0
71	100.0	100.0	0.0	5.6	0.0	100.0	36.2	0.0
72	100.0	100.0	0.0	7.1	0.0	100.0	37.7	0.0
73	100.0	100.0	0.0	8.5	0.0	100.0	39.3	0.0
74	100.0	100.0	0.0	10.0	0.0	100.0	40.9	0.0
75	100.0	100.0	0.0	11.3	0.0	100.0	42.4	0.0
76	100.0	100.0	0.0	12.6	0.0	100.0	43.8	0.0
77	100.0	100.0	0.0	13.9	0.0	100.0	45.4	0.0
78	100.0	100.0	0.0	15.3	0.0	100.0	46.8	0.0
79	100.0	100.0	0.0	16.8	0.0	100.0	48.4	0.0
80	100.0	100.0	0.0	18.2	0.0	100.0	49.9	0.0
81	100.0	100.0	0.0	19.7	0.0	100.0	51.4	0.0
82	100.0	100.0	0.0	21.0	0.0	100.0	52.8	0.0
83	100.0	100.0	0.0	22.4	3.2	100.0	54.4	0.0
84	100.0	100.0	0.0	23.8	6.0	100.0	56.2	0.0
85	100.0	100.0	0.0	25.2	8.7	100.0	57.7	0.0
86	100.0	100.0	0.0	26.5	11.6	100.0	59.3	0.0
87	100.0	100.0	0.0	27.8	14.6	100.0	60.9	0.0
88	100.0	100.0	0.0	29.2	17.3	100.0	62.4	0.0
89	100.0	100.0	0.0	30.6	20.1	100.0	64.0	0.0
90	100.0	100.0	0.0	31.9	23.1	100.0	65.6	0.0
91	100.0	100.0	0.0	33.5	26.4	100.0	67.1	0.0
92	100.0	100.0	0.0	34.9	29.3	100.0	68.5	0.0
93	100.0	100.0	0.0	36.2	32.2	100.0	70.0	0.0
94	100.0	100.0	0.0	37.7	35.4	100.0	71.6	0.0
95	100.0	100.0	0.0	39.1	38.3	100.0	73.1	0.0
96	100.0	100.0	0.0	40.4	41.3	100.0	74.6	0.0
97	100.0	100.0	0.0	41.8	44.1	100.0	76.3	0.0
98	100.0	100.0	0.0	43.3	46.9	100.0	77.7	0.0
99	100.0	100.0	0.0	44.6	49.7	100.0	79.2	0.0
100	100.0	100.0	0.0	46.0	52.7	100.0	80.6	0.0
101	100.0	100.0	0.0	47.6	55.5	100.0	82.0	0.0
102	100.0	100.0	0.0	49.2	58.3	100.0	83.4	0.0
103	100.0	100.0	0.0	50.4	60.9	100.0	85.0	0.0
104	100.0	100.0	0.0	51.8	63.8	100.0	86.8	0.0
105	100.0	100.0	0.0	53.1	66.7	100.0	88.2	0.0
106	100.0	100.0	0.0	54.5	69.6	100.0	89.7	0.0
107	100.0	100.0	0.0	55.9	72.4	100.0	91.1	0.0
108	100.0	100.0	0.0	57.3	75.5	100.0	92.6	0.0
109	100.0	100.0	0.0	58.6	78.2	100.0	94.4	0.0
110	100.0	100.0	0.0	59.9	81.0	100.0	96.0	0.0
111	100.0	100.0	0.0	61.1	83.8	100.0	97.5	0.0
112	100.0	100.0	0.0	62.5	86.5	100.0	99.1	0.0
113	100.0	100.0	0.0	63.8	89.5	100.0	100.0	0.0
114	100.0	100.0	0.0	65.1	92.5	100.0	100.0	0.0
115	100.0	100.0	0.0	66.4	95.5	100.0	100.0	0.0
116	100.0	100.0	0.0	67.6	98.4	100.0	100.0	0.0
117	100.0	100.0	0.0	68.9	100.0	100.0	100.0	0.0
118	100.0	100.0	0.0	70.3	100.0	100.0	100.0	0.0
119	100.0	100.0	0.0	71.7	100.0	100.0	100.0	0.0
120	100.0	100.0	0.0	73.0	100.0	100.0	100.0	0.0
121	100.0	100.0	0.0	74.3	100.0	100.0	100.0	0.0
122	100.0	100.0	0.0	75.6	100.0	100.0	100.0	0.0
123	100.0	100.0	0.0	77.0	100.0	100.0	100.0	0.0
124	100.0	100.0	0.0	78.4	100.0	100.0	100.0	0.0
125	100.0	100.0	0.0	79.9	100.0	100.0	100.0	0.0
126	100.0	100.0	0.0	81.2	100.0	100.0	100.0	0.0
127	100.0	100.0	0.0	82.5	100.0	100.0	100.0	0.0
128	100.0	100.0	0.0	83.7	100.0	100.0	100.0	0.0
129	100.0	100.0	0.0	85.0	100.0	100.0	100.0	0.0
130	100.0	100.0	0.0	86.5	100.0	100.0	100.0	0.0
131	100.0	100.0	0.0	87.8	100.0	100.0	100.0	0.0
132	100.0	100.0	0.0	89.1	100.0	100.0	100.0	0.0
133	100.0	100.0	0.0	90.3	100.0	100.0	100.0	0.0
134	100.0	100.0	0.0	91.8	100.0	100.0	100.0	0.0
135	100.0	100.0	0.0	93.2	100.0	100.0	100.0	0.0
136	100.0	100.0	0.0	94.8	100.0	100.0	100.0	0.0
137	100.0	100.0	0.0	96.1	100.0	100.0	100.0	0.0
138	100.0	100.0	0.0	97.5	100.0	100.0	100.0	0.0
139	100.0	100.0	0.0	98.8	100.0	100.0	100.0	0.0
140	100.0	100.0	0.0	100.0	100.0	100.0	100.0	0.0
141	100.0	100.0	2.5	100.0	100.0	100.0	100.0	0.0
142	100.0	100.0	5.6	100.0	100.0	100.0	100.0	0.0
143	100.0	100.0	8.3	100.0	100.0	100.0	100.0	0.0
144	100.0	100.0	11.2	100.0	100.0	100.0	100.0	0.0
145	100.0	100.0	13.8	100.0	100.0	100.0	100.0	0.0
146	100.0	100.0	16.3	100.0	100.0	100.0	100.0	0.0
147	100.0	100.0	19.3	100.0	100.0	100.0	100.0	0.0
148	100.0	100.0	21.9	100.0	100.0	100.0	100.0	0.0
149	100.0	100.0	24.6	100.0	100.0	100.0	100.0	0.0
150	100.0	100.0	27.4	100.0	100.0	100.0	100.0	0.0
151	100.0	100.0	29.9	100.0	100.0	100.0	100.0	0.0
152	100.0	100.0	32.7	100.0	100.0	100.0	100.0	0.0
153	100.0	100.0	35.3	100.0	100.0	100.0	100.0	1.9
154	100.0	100.0	38.2	100.0	100.0	100.0	100.0	4.1
155	100.0	100.0	40.9	100.0	100.0	100.0	100.0	6.2
156	100.0	100.0	44.0	100.0	100.0	100.0	100.0	8.0
157	100.0	100.0	46.6	100.0	100.0	100.0	100.0	10.2
158	100.0	100.0	49.2	100.0	100.0	100.0	100.0	12.1
159	100.0	100.0	52.0	100.0	100.0	100.0	100.0	14.2
160	100.0	100.0	54.7	100.0	100.0	100.0	100.0	16.0
161	100.0	100.0	57.6	100.0	100.0	100.0	100.0	18.0
