Name	project087
Expected duration	202
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	24.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	49.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	74.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	99.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	2.3	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	4.6	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	6.9	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	9.2	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	11.5	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	13.8	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	16.1	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	18.5	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	20.8	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	23.1	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	25.4	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	27.7	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	32.3	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	34.6	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	36.9	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	39.2	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	41.5	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	43.8	0.0	0.0	0.0	0.0	0.0	0.0
25	100.0	46.2	0.0	0.0	0.0	0.0	0.0	0.0
26	100.0	48.5	0.0	0.0	0.0	0.0	0.0	0.0
27	100.0	50.8	0.0	0.0	0.0	0.0	0.0	0.0
28	100.0	53.1	0.0	0.0	0.0	0.0	0.0	0.0
29	100.0	55.4	0.0	0.0	0.0	0.0	0.0	0.0
30	100.0	57.7	0.0	0.0	0.0	0.0	0.0	0.0
31	100.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0
32	100.0	62.3	0.0	0.0	0.0	0.0	0.0	0.0
33	100.0	64.6	0.0	0.0	0.0	2.9	0.0	0.0
34	100.0	66.9	0.0	0.0	0.0	5.9	0.0	0.0
35	100.0	69.2	0.0	0.0	0.0	8.8	0.0	0.0
36	100.0	71.5	0.0	0.0	0.0	11.7	0.0	0.0
37	100.0	73.8	0.0	0.0	0.0	14.6	0.0	0.0
38	100.0	76.1	0.0	0.0	0.0	17.5	0.0	0.0
39	100.0	78.5	0.0	0.0	0.0	20.5	0.0	0.0
40	100.0	80.8	0.0	0.0	0.0	23.4	0.0	0.0
41	100.0	83.1	0.0	0.0	0.0	26.3	0.0	0.0
42	100.0	85.4	0.0	0.0	0.0	29.2	0.0	0.0
43	100.0	87.7	0.0	0.0	0.0	32.1	0.0	0.0
44	100.0	90.0	0.0	0.0	0.0	35.1	0.0	0.0
45	100.0	92.3	0.0	0.0	0.0	38.0	0.0	0.0
46	100.0	94.6	0.0	0.0	0.0	40.9	0.0	0.0
47	100.0	96.9	0.0	0.0	0.0	43.8	0.0	0.0
48	100.0	99.2	0.0	0.0	0.0	46.7	0.0	0.0
49	100.0	100.0	0.0	0.0	0.0	49.7	0.0	0.0
50	100.0	100.0	0.0	0.0	0.0	52.6	1.5	0.0
51	100.0	100.0	0.0	0.0	0.0	55.5	3.0	0.0
52	100.0	100.0	0.0	0.0	0.0	58.4	4.5	0.0
53	100.0	100.0	0.0	0.0	0.0	61.3	6.0	0.0
54	100.0	100.0	0.0	0.0	0.0	64.3	7.5	0.0
55	100.0	100.0	0.0	0.0	0.0	67.2	9.0	0.0
56	100.0	100.0	0.0	0.0	0.0	70.1	10.5	0.0
57	100.0	100.0	0.0	0.0	0.0	73.0	12.0	0.0
58	100.0	100.0	0.0	0.0	0.0	75.9	13.5	0.0
59	100.0	100.0	0.0	0.0	0.0	78.9	15.0	0.0
60	100.0	100.0	0.0	0.0	0.0	81.8	16.5	0.0
61	100.0	100.0	0.0	0.0	0.0	84.7	18.0	0.0
62	100.0	100.0	0.0	0.0	0.0	87.6	19.5	0.0
63	100.0	100.0	0.0	0.0	0.0	90.5	21.0	0.0
64	100.0	100.0	0.0	0.0	0.0	93.4	22.5	0.0
65	100.0	100.0	0.0	0.0	0.0	96.3	24.0	0.0
66	100.0	100.0	0.0	0.0	0.0	99.3	25.5	0.0
67	100.0	100.0	0.0	0.0	0.0	100.0	27.0	0.0
68	100.0	100.0	0.0	0.0	0.0	100.0	28.5	0.0
69	100.0	100.0	0.0	0.0	0.0	100.0	30.0	0.0
70	100.0	100.0	0.0	1.3	0.0	100.0	31.5	0.0
71	100.0	100.0	0.0	2.7	0.0	100.0	33.0	0.0
72	100.0	100.0	0.0	4.0	0.0	100.0	34.5	0.0
73	100.0	100.0	0.0	5.4	0.0	100.0	36.0	0.0
74	100.0	100.0	0.0	6.7	0.0	100.0	37.5	0.0
75	100.0	100.0	0.0	8.0	0.0	100.0	39.0	0.0
76	100.0	100.0	0.0	9.4	0.0	100.0	40.6	0.0
77	100.0	100.0	0.0	10.7	0.0	100.0	42.1	0.0
78	100.0	100.0	0.0	12.1	0.0	100.0	43.6	0.0
79	100.0	100.0	0.0	13.4	0.0	100.0	45.1	0.0
80	100.0	100.0	0.0	14.7	0.0	100.0	46.6	0.0
81	100.0	100.0	0.0	16.1	0.0	100.0	48.1	0.0
82	100.0	100.0	0.0	17.4	0.0	100.0	49.6	0.0
83	100.0	100.0	0.0	18.8	0.0	100.0	51.1	0.0
84	100.0	100.0	0.0	20.1	0.0	100.0	52.6	0.0
85	100.0	100.0	0.0	21.4	2.9	100.0	54.1	0.0
86	100.0	100.0	0.0	22.8	5.9	100.0	55.6	0.0
87	100.0	100.0	0.0	24.1	8.8	100.0	57.1	0.0
88	100.0	100.0	0.0	25.5	11.7	100.0	58.6	0.0
89	100.0	100.0	0.0	26.8	14.6	100.0	60.1	0.0
90	100.0	100.0	0.0	28.1	17.5	100.0	61.6	0.0
91	100.0	100.0	0.0	29.5	20.4	100.0	63.1	0.0
92	100.0	100.0	0.0	30.8	23.4	100.0	64.6	0.0
93	100.0	100.0	0.0	32.2	26.3	100.0	66.1	0.0
94	100.0	100.0	0.0	33.5	29.2	100.0	67.6	0.0
95	100.0	100.0	0.0	34.8	32.1	100.0	69.1	0.0
96	100.0	100.0	0.0	36.2	35.0	100.0	70.6	0.0
97	100.0	100.0	0.0	37.5	37.9	100.0	72.1	0.0
98	100.0	100.0	0.0	38.9	40.9	100.0	73.6	0.0
99	100.0	100.0	0.0	40.2	43.8	100.0	75.1	0.0
100	100.0	100.0	0.0	41.5	46.7	100.0	76.6	0.0
101	100.0	100.0	0.0	42.9	49.6	100.0	78.1	0.0
102	100.0	100.0	0.0	44.2	52.5	100.0	79.6	0.0
103	100.0	100.0	0.0	45.6	55.5	100.0	81.1	0.0
104	100.0	100.0	0.0	46.9	58.4	100.0	82.6	0.0
105	100.0	100.0	0.0	48.3	61.3	100.0	84.1	0.0
106	100.0	100.0	0.0	49.6	64.2	100.0	85.6	0.0
107	100.0	100.0	0.0	51.0	67.1	100.0	87.2	0.0
108	100.0	100.0	0.0	52.3	70.1	100.0	88.7	0.0
109	100.0	100.0	0.0	53.6	73.0	100.0	90.2	0.0
110	100.0	100.0	0.0	55.0	75.9	100.0	91.7	0.0
111	100.0	100.0	0.0	56.3	78.9	100.0	93.2	0.0
112	100.0	100.0	0.0	57.7	81.8	100.0	94.7	0.0
113	100.0	100.0	0.0	59.0	84.7	100.0	96.2	0.0
114	100.0	100.0	0.0	60.3	87.6	100.0	97.7	0.0
115	100.0	100.0	0.0	61.7	90.5	100.0	99.2	0.0
116	100.0	100.0	0.0	63.0	93.4	100.0	100.0	0.0
117	100.0	100.0	0.0	64.4	96.4	100.0	100.0	0.0
118	100.0	100.0	0.0	65.7	99.3	100.0	100.0	0.0
119	100.0	100.0	0.0	67.1	100.0	100.0	100.0	0.0
120	100.0	100.0	0.0	68.4	100.0	100.0	100.0	0.0
121	100.0	100.0	0.0	69.7	100.0	100.0	100.0	0.0
122	100.0	100.0	0.0	71.1	100.0	100.0	100.0	0.0
123	100.0	100.0	0.0	72.4	100.0	100.0	100.0	0.0
124	100.0	100.0	0.0	73.8	100.0	100.0	100.0	0.0
125	100.0	100.0	0.0	75.1	100.0	100.0	100.0	0.0
126	100.0	100.0	0.0	76.5	100.0	100.0	100.0	0.0
127	100.0	100.0	0.0	77.8	100.0	100.0	100.0	0.0
128	100.0	100.0	0.0	79.1	100.0	100.0	100.0	0.0
129	100.0	100.0	0.0	80.5	100.0	100.0	100.0	0.0
130	100.0	100.0	0.0	81.8	100.0	100.0	100.0	0.0
131	100.0	100.0	0.0	83.2	100.0	100.0	100.0	0.0
132	100.0	100.0	0.0	84.5	100.0	100.0	100.0	0.0
133	100.0	100.0	0.0	85.8	100.0	100.0	100.0	0.0
134	100.0	100.0	0.0	87.2	100.0	100.0	100.0	0.0
135	100.0	100.0	0.0	88.5	100.0	100.0	100.0	0.0
136	100.0	100.0	0.0	89.9	100.0	100.0	100.0	0.0
137	100.0	100.0	0.0	91.2	100.0	100.0	100.0	0.0
138	100.0	100.0	0.0	92.6	100.0	100.0	100.0	0.0
139	100.0	100.0	0.0	93.9	100.0	100.0	100.0	0.0
140	100.0	100.0	0.0	95.2	100.0	100.0	100.0	0.0
141	100.0	100.0	0.0	96.6	100.0	100.0	100.0	0.0
142	100.0	100.0	0.0	97.9	100.0	100.0	100.0	0.0
143	100.0	100.0	0.0	99.3	100.0	100.0	100.0	0.0
144	100.0	100.0	0.0	100.0	100.0	100.0	100.0	0.0
145	100.0	100.0	2.7	100.0	100.0	100.0	100.0	0.0
146	100.0	100.0	5.3	100.0	100.0	100.0	100.0	0.0
147	100.0	100.0	8.0	100.0	100.0	100.0	100.0	0.0
148	100.0	100.0	10.7	100.0	100.0	100.0	100.0	0.0
149	100.0	100.0	13.4	100.0	100.0	100.0	100.0	0.0
150	100.0	100.0	16.1	100.0	100.0	100.0	100.0	0.0
151	100.0	100.0	18.8	100.0	100.0	100.0	100.0	0.0
152	100.0	100.0	21.5	100.0	100.0	100.0	100.0	0.0
153	100.0	100.0	24.2	100.0	100.0	100.0	100.0	0.0
154	100.0	100.0	26.8	100.0	100.0	100.0	100.0	0.0
155	100.0	100.0	29.5	100.0	100.0	100.0	100.0	0.0
156	100.0	100.0	32.2	100.0	100.0	100.0	100.0	0.0
157	100.0	100.0	34.9	100.0	100.0	100.0	100.0	2.0
158	100.0	100.0	37.5	100.0	100.0	100.0	100.0	4.0
159	100.0	100.0	40.2	100.0	100.0	100.0	100.0	6.0
160	100.0	100.0	42.9	100.0	100.0	100.0	100.0	7.9
161	100.0	100.0	45.6	100.0	100.0	100.0	100.0	9.9
162	100.0	100.0	48.3	100.0	100.0	100.0	100.0	11.9
163	100.0	100.0	51.0	100.0	100.0	100.0	100.0	13.9
164	100.0	100.0	53.7	100.0	100.0	100.0	100.0	15.9
165	100.0	100.0	56.3	100.0	100.0	100.0	100.0	17.9
166	100.0	100.0	59.0	100.0	100.0	100.0	100.0	19.9
167	100.0	100.0	61.7	100.0	100.0	100.0	100.0	21.8
168	100.0	100.0	64.4	100.0	100.0	100.0	100.0	23.8
169	100.0	100.0	67.1	100.0	100.0	100.0	100.0	25.8
170	100.0	100.0	69.7	100.0	100.0	100.0	100.0	27.8
171	100.0	100.0	72.4	100.0	100.0	100.0	100.0	29.8
172	100.0	100.0	75.1	100.0	100.0	100.0	100.0	31.8
173	100.0	100.0	77.8	100.0	100.0	100.0	100.0	33.8
174	100.0	100.0	80.5	100.0	100.0	100.0	100.0	35.7
175	100.0	100.0	83.2	100.0	100.0	100.0	100.0	37.7
176	100.0	100.0	85.8	100.0	100.0	100.0	100.0	39.7
177	100.0	100.0	88.5	100.0	100.0	100.0	100.0	41.7
178	100.0	100.0	91.2	100.0	100.0	100.0	100.0	43.7
179	100.0	100.0	93.9	100.0	100.0	100.0	100.0	45.7
180	100.0	100.0	96.5	100.0	100.0	100.0	100.0	47.7
181	100.0	100.0	99.2	100.0	100.0	100.0	100.0	49.6
182	100.0	100.0	100.0	100.0	100.0	100.0	100.0	51.6
183	100.0	100.0	100.0	100.0	100.0	100.0	100.0	53.6
184	100.0	100.0	100.0	100.0	100.0	100.0	100.0	55.6
185	100.0	100.0	100.0	100.0	100.0	100.0	100.0	57.6
186	100.0	100.0	100.0	100.0	100.0	100.0	100.0	59.6
187	100.0	100.0	100.0	100.0	100.0	100.0	100.0	61.5
188	100.0	100.0	100.0	100.0	100.0	100.0	100.0	63.5
189	100.0	100.0	100.0	100.0	100.0	100.0	100.0	65.5
190	100.0	100.0	100.0	100.0	100.0	100.0	100.0	67.5
191	100.0	100.0	100.0	100.0	100.0	100.0	100.0	69.5
192	100.0	100.0	100.0	100.0	100.0	100.0	100.0	71.5
193	100.0	100.0	100.0	100.0	100.0	100.0	100.0	73.5
194	100.0	100.0	100.0	100.0	100.0	100.0	100.0	75.4
195	100.0	100.0	100.0	100.0	100.0	100.0	100.0	77.4
196	100.0	100.0	100.0	100.0	100.0	100.0	100.0	79.4
197	100.0	100.0	100.0	100.0	100.0	100.0	100.0	81.4
198	100.0	100.0	100.0	100.0	100.0	100.0	100.0	83.4
199	100.0	100.0	100.0	100.0	100.0	100.0	100.0	85.4
200	100.0	100.0	100.0	100.0	100.0	100.0	100.0	87.4
201	100.0	100.0	100.0	100.0	100.0	100.0	100.0	89.3
202	100.0	100.0	100.0	100.0	100.0	100.0	100.0	91.3
203	100.0	100.0	100.0	100.0	100.0	100.0	100.0	93.3
204	100.0	100.0	100.0	100.0	100.0	100.0	100.0	95.3
205	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.3
206	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.2
207	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
