Name	project006
Expected duration	148
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	33.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	66.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	99.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	3.2	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	6.4	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	9.6	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	12.9	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	16.1	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	19.3	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	22.5	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	25.7	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	28.9	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	32.1	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	35.4	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	38.6	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	41.8	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	48.2	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	51.5	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	54.7	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	57.9	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	61.1	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	64.3	0.0	0.0	0.0	4.0	0.0	0.0
25	100.0	67.5	0.0	0.0	0.0	8.0	0.0	0.0
26	100.0	70.8	0.0	0.0	0.0	12.0	0.0	0.0
27	100.0	74.0	0.0	0.0	0.0	16.0	0.0	0.0
28	100.0	77.2	0.0	0.0	0.0	19.9	0.0	0.0
29	100.0	80.4	0.0	0.0	0.0	23.9	0.0	0.0
30	100.0	83.6	0.0	0.0	0.0	27.9	0.0	0.0
31	100.0	86.8	0.0	0.0	0.0	31.9	0.0	0.0
32	100.0	90.0	0.0	0.0	0.0	35.9	0.0	0.0
33	100.0	93.3	0.0	0.0	0.0	39.9	0.0	0.0
34	100.0	96.5	0.0	0.0	0.0	43.9	0.0	0.0
35	100.0	99.7	0.0	0.0	0.0	47.8	0.0	0.0
36	100.0	100.0	0.0	0.0	0.0	51.8	0.0	0.0
37	100.0	100.0	0.0	0.0	0.0	55.8	2.0	0.0
38	100.0	100.0	0.0	0.0	0.0	59.8	4.1	0.0
39	100.0	100.0	0.0	0.0	0.0	63.8	6.1	0.0
40	100.0	100.0	0.0	0.0	0.0	67.8	8.1	0.0
41	100.0	100.0	0.0	0.0	0.0	71.8	10.2	0.0
42	100.0	100.0	0.0	0.0	0.0	75.8	12.2	0.0
43	100.0	100.0	0.0	0.0	0.0	79.8	14.2	0.0
44	100.0	100.0	0.0	0.0	0.0	83.7	16.3	0.0
45	100.0	100.0	0.0	0.0	0.0	87.7	18.3	0.0
46	100.0	100.0	0.0	0.0	0.0	91.7	20.3	0.0
47	100.0	100.0	0.0	0.0	0.0	95.7	22.4	0.0
48	100.0	100.0	0.0	0.0	0.0	99.7	24.4	0.0
49	100.0	100.0	0.0	0.0	0.0	100.0	26.4	0.0
50	100.0	100.0	0.0	0.0	0.0	100.0	28.5	0.0
51	100.0	100.0	0.0	0.0	0.0	100.0	30.5	0.0
52	100.0	100.0	0.0	1.8	0.0	100.0	32.6	0.0
53	100.0	100.0	0.0	3.6	0.0	100.0	34.6	0.0
54	100.0	100.0	0.0	5.4	0.0	100.0	36.6	0.0
55	100.0	100.0	0.0	7.2	0.0	100.0	38.6	0.0
56	100.0	100.0	0.0	9.1	0.0	100.0	40.7	0.0
57	100.0	100.0	0.0	10.9	0.0	100.0	42.7	0.0
58	100.0	100.0	0.0	12.7	0.0	100.0	44.7	0.0
59	100.0	100.0	0.0	14.5	0.0	100.0	46.8	0.0
60	100.0	100.0	0.0	16.3	0.0	100.0	48.8	0.0
61	100.0	100.0	0.0	18.1	0.0	100.0	50.8	0.0
62	100.0	100.0	0.0	20.0	0.0	100.0	52.9	0.0
63	100.0	100.0	0.0	21.8	0.0	100.0	54.9	0.0
64	100.0	100.0	0.0	23.6	4.0	100.0	57.0	0.0
65	100.0	100.0	0.0	25.4	8.0	100.0	59.0	0.0
66	100.0	100.0	0.0	27.2	12.0	100.0	61.0	0.0
67	100.0	100.0	0.0	29.0	15.9	100.0	63.1	0.0
68	100.0	100.0	0.0	30.8	19.9	100.0	65.1	0.0
69	100.0	100.0	0.0	32.6	23.9	100.0	67.1	0.0
70	100.0	100.0	0.0	34.5	27.9	100.0	69.2	0.0
71	100.0	100.0	0.0	36.3	31.9	100.0	71.2	0.0
72	100.0	100.0	0.0	38.1	35.9	100.0	73.2	0.0
73	100.0	100.0	0.0	39.9	39.9	100.0	75.3	0.0
74	100.0	100.0	0.0	41.7	43.9	100.0	77.3	0.0
75	100.0	100.0	0.0	43.5	47.9	100.0	79.3	0.0
76	100.0	100.0	0.0	45.3	51.9	100.0	81.4	0.0
77	100.0	100.0	0.0	47.2	55.8	100.0	83.4	0.0
78	100.0	100.0	0.0	49.0	59.8	100.0	85.4	0.0
79	100.0	100.0	0.0	50.8	63.8	100.0	87.5	0.0
80	100.0	100.0	0.0	52.6	67.8	100.0	89.5	0.0
81	100.0	100.0	0.0	54.4	71.8	100.0	91.5	0.0
82	100.0	100.0	0.0	56.2	75.8	100.0	93.6	0.0
83	100.0	100.0	0.0	58.0	79.8	100.0	95.6	0.0
84	100.0	100.0	0.0	59.8	83.8	100.0	97.6	0.0
85	100.0	100.0	0.0	61.7	87.7	100.0	99.7	0.0
86	100.0	100.0	0.0	63.5	91.7	100.0	100.0	0.0
87	100.0	100.0	0.0	65.3	95.7	100.0	100.0	0.0
88	100.0	100.0	0.0	67.1	99.7	100.0	100.0	0.0
89	100.0	100.0	0.0	68.9	100.0	100.0	100.0	0.0
90	100.0	100.0	0.0	70.7	100.0	100.0	100.0	0.0
91	100.0	100.0	0.0	72.5	100.0	100.0	100.0	0.0
92	100.0	100.0	0.0	74.3	100.0	100.0	100.0	0.0
93	100.0	100.0	0.0	76.2	100.0	100.0	100.0	0.0
94	100.0	100.0	0.0	78.0	100.0	100.0	100.0	0.0
95	100.0	100.0	0.0	79.8	100.0	100.0	100.0	0.0
96	100.0	100.0	0.0	81.6	100.0	100.0	100.0	0.0
97	100.0	100.0	0.0	83.4	100.0	100.0	100.0	0.0
98	100.0	100.0	0.0	85.2	100.0	100.0	100.0	0.0
99	100.0	100.0	0.0	87.0	100.0	100.0	100.0	0.0
100	100.0	100.0	0.0	88.8	100.0	100.0	100.0	0.0
101	100.0	100.0	0.0	90.7	100.0	100.0	100.0	0.0
102	100.0	100.0	0.0	92.5	100.0	100.0	100.0	0.0
103	100.0	100.0	0.0	94.3	100.0	100.0	100.0	0.0
104	100.0	100.0	0.0	96.1	100.0	100.0	100.0	0.0
105	100.0	100.0	0.0	97.9	100.0	100.0	100.0	0.0
106	100.0	100.0	0.0	99.7	100.0	100.0	100.0	0.0
107	100.0	100.0	0.0	100.0	100.0	100.0	100.0	0.0
108	100.0	100.0	3.7	100.0	100.0	100.0	100.0	0.0
109	100.0	100.0	7.4	100.0	100.0	100.0	100.0	0.0
110	100.0	100.0	11.1	100.0	100.0	100.0	100.0	0.0
111	100.0	100.0	14.8	100.0	100.0	100.0	100.0	0.0
112	100.0	100.0	18.5	100.0	100.0	100.0	100.0	0.0
113	100.0	100.0	22.2	100.0	100.0	100.0	100.0	0.0
114	100.0	100.0	25.9	100.0	100.0	100.0	100.0	0.0
115	100.0	100.0	29.5	100.0	100.0	100.0	100.0	0.0
116	100.0	100.0	33.2	100.0	100.0	100.0	100.0	0.0
117	100.0	100.0	36.9	100.0	100.0	100.0	100.0	2.7
118	100.0	100.0	40.6	100.0	100.0	100.0	100.0	5.4
119	100.0	100.0	44.3	100.0	100.0	100.0	100.0	8.1
120	100.0	100.0	48.0	100.0	100.0	100.0	100.0	10.8
121	100.0	100.0	51.7	100.0	100.0	100.0	100.0	13.5
122	100.0	100.0	55.4	100.0	100.0	100.0	100.0	16.2
123	100.0	100.0	59.1	100.0	100.0	100.0	100.0	18.9
124	100.0	100.0	62.8	100.0	100.0	100.0	100.0	21.6
125	100.0	100.0	66.5	100.0	100.0	100.0	100.0	24.3
126	100.0	100.0	70.2	100.0	100.0	100.0	100.0	26.9
127	100.0	100.0	73.9	100.0	100.0	100.0	100.0	29.6
128	100.0	100.0	77.6	100.0	100.0	100.0	100.0	32.3
129	100.0	100.0	81.3	100.0	100.0	100.0	100.0	35.0
130	100.0	100.0	85.0	100.0	100.0	100.0	100.0	37.7
131	100.0	100.0	88.7	100.0	100.0	100.0	100.0	40.4
132	100.0	100.0	92.3	100.0	100.0	100.0	100.0	43.1
133	100.0	100.0	96.0	100.0	100.0	100.0	100.0	45.8
134	100.0	100.0	99.7	100.0	100.0	100.0	100.0	48.5
135	100.0	100.0	100.0	100.0	100.0	100.0	100.0	51.2
136	100.0	100.0	100.0	100.0	100.0	100.0	100.0	53.9
137	100.0	100.0	100.0	100.0	100.0	100.0	100.0	56.6
138	100.0	100.0	100.0	100.0	100.0	100.0	100.0	59.3
139	100.0	100.0	100.0	100.0	100.0	100.0	100.0	62.0
140	100.0	100.0	100.0	100.0	100.0	100.0	100.0	64.7
141	100.0	100.0	100.0	100.0	100.0	100.0	100.0	67.4
142	100.0	100.0	100.0	100.0	100.0	100.0	100.0	70.1
143	100.0	100.0	100.0	100.0	100.0	100.0	100.0	72.8
144	100.0	100.0	100.0	100.0	100.0	100.0	100.0	75.5
145	100.0	100.0	100.0	100.0	100.0	100.0	100.0	78.2
146	100.0	100.0	100.0	100.0	100.0	100.0	100.0	80.9
147	100.0	100.0	100.0	100.0	100.0	100.0	100.0	83.6
148	100.0	100.0	100.0	100.0	100.0	100.0	100.0	86.2
149	100.0	100.0	100.0	100.0	100.0	100.0	100.0	88.9
150	100.0	100.0	100.0	100.0	100.0	100.0	100.0	91.6
151	100.0	100.0	100.0	100.0	100.0	100.0	100.0	94.3
152	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.0
153	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7
154	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
