Name	project117
Expected duration	204
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	22.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	43.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	84.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	2.1	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	3.9	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	5.7	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	7.7	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	9.6	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	11.5	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	13.4	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	15.3	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	17.1	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	18.9	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	20.8	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	24.8	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	26.8	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	28.8	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	30.8	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	32.6	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	34.6	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	36.4	0.0	0.0	0.0	0.0	0.0	0.0
25	100.0	38.4	0.0	0.0	0.0	0.0	0.0	0.0
26	100.0	40.4	0.0	0.0	0.0	0.0	0.0	0.0
27	100.0	42.2	0.0	0.0	0.0	0.0	0.0	0.0
28	100.0	44.3	0.0	0.0	0.0	0.0	0.0	0.0
29	100.0	46.5	0.0	0.0	0.0	0.0	0.0	0.0
30	100.0	48.4	0.0	0.0	0.0	0.0	0.0	0.0
31	100.0	50.3	0.0	0.0	0.0	0.0	0.0	0.0
32	100.0	52.2	0.0	0.0	0.0	0.0	0.0	0.0
33	100.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0
34	100.0	55.8	0.0	0.0	0.0	0.0	0.0	0.0
35	100.0	57.9	0.0	0.0	0.0	0.0	0.0	0.0
36	100.0	59.9	0.0	0.0	0.0	0.0	0.0	0.0
37	100.0	61.9	0.0	0.0	0.0	0.0	0.0	0.0
38	100.0	63.9	0.0	0.0	0.0	2.4	0.0	0.0
39	100.0	65.8	0.0	0.0	0.0	4.8	0.0	0.0
40	100.0	67.7	0.0	0.0	0.0	7.1	0.0	0.0
41	100.0	69.7	0.0	0.0	0.0	9.3	0.0	0.0
42	100.0	71.7	0.0	0.0	0.0	11.8	0.0	0.0
43	100.0	73.6	0.0	0.0	0.0	14.0	0.0	0.0
44	100.0	75.6	0.0	0.0	0.0	16.5	0.0	0.0
45	100.0	77.5	0.0	0.0	0.0	18.8	0.0	0.0
46	100.0	79.4	0.0	0.0	0.0	21.5	0.0	0.0
47	100.0	81.4	0.0	0.0	0.0	23.9	0.0	0.0
48	100.0	83.4	0.0	0.0	0.0	26.2	0.0	0.0
49	100.0	85.2	0.0	0.0	0.0	28.9	0.0	0.0
50	100.0	87.2	0.0	0.0	0.0	31.1	0.0	0.0
51	100.0	89.3	0.0	0.0	0.0	33.4	0.0	0.0
52	100.0	91.1	0.0	0.0	0.0	36.0	0.0	0.0
53	100.0	93.1	0.0	0.0	0.0	38.4	0.0	0.0
54	100.0	94.9	0.0	0.0	0.0	41.0	0.0	0.0
55	100.0	97.0	0.0	0.0	0.0	43.3	0.0	0.0
56	100.0	98.9	0.0	0.0	0.0	45.8	0.0	0.0
57	100.0	100.0	0.0	0.0	0.0	48.2	0.0	0.0
58	100.0	100.0	0.0	0.0	0.0	50.8	1.2	0.0
59	100.0	100.0	0.0	0.0	0.0	53.2	2.6	0.0
60	100.0	100.0	0.0	0.0	0.0	55.4	3.8	0.0
61	100.0	100.0	0.0	0.0	0.0	57.6	5.1	0.0
62	100.0	100.0	0.0	0.0	0.0	59.8	6.2	0.0
63	100.0	100.0	0.0	0.0	0.0	62.2	7.5	0.0
64	100.0	100.0	0.0	0.0	0.0	64.6	8.9	0.0
65	100.0	100.0	0.0	0.0	0.0	67.2	10.0	0.0
66	100.0	100.0	0.0	0.0	0.0	69.8	11.3	0.0
67	100.0	100.0	0.0	0.0	0.0	72.4	12.5	0.0
68	100.0	100.0	0.0	0.0	0.0	74.7	13.7	0.0
69	100.0	100.0	0.0	0.0	0.0	77.3	15.0	0.0
70	100.0	100.0	0.0	0.0	0.0	79.6	16.3	0.0
71	100.0	100.0	0.0	0.0	0.0	82.1	17.5	0.0
72	100.0	100.0	0.0	0.0	0.0	84.7	18.9	0.0
73	100.0	100.0	0.0	0.0	0.0	87.3	20.2	0.0
74	100.0	100.0	0.0	0.0	0.0	89.7	21.4	0.0
75	100.0	100.0	0.0	0.0	0.0	91.9	22.8	0.0
76	100.0	100.0	0.0	0.0	0.0	94.3	24.2	0.0
77	100.0	100.0	0.0	0.0	0.0	96.6	25.4	0.0
78	100.0	100.0	0.0	0.0	0.0	99.0	26.6	0.0
79	100.0	100.0	0.0	0.0	0.0	100.0	27.9	0.0
80	100.0	100.0	0.0	0.0	0.0	100.0	29.1	0.0
81	100.0	100.0	0.0	0.0	0.0	100.0	30.3	0.0
82	100.0	100.0	0.0	1.1	0.0	100.0	31.4	0.0
83	100.0	100.0	0.0	2.4	0.0	100.0	32.8	0.0
84	100.0	100.0	0.0	3.6	0.0	100.0	34.1	0.0
85	100.0	100.0	0.0	4.7	0.0	100.0	35.3	0.0
86	100.0	100.0	0.0	5.9	0.0	100.0	36.6	0.0
87	100.0	100.0	0.0	7.1	0.0	100.0	37.9	0.0
88	100.0	100.0	0.0	8.2	0.0	100.0	39.2	0.0
89	100.0	100.0	0.0	9.3	0.0	100.0	40.4	0.0
90	100.0	100.0	0.0	10.5	0.0	100.0	41.8	0.0
91	100.0	100.0	0.0	11.6	0.0	100.0	43.1	0.0
92	100.0	100.0	0.0	12.7	0.0	100.0	44.4	0.0
93	100.0	100.0	0.0	13.8	0.0	100.0	45.8	0.0
94	100.0	100.0	0.0	14.9	0.0	100.0	47.2	0.0
95	100.0	100.0	0.0	16.0	0.0	100.0	48.6	0.0
96	100.0	100.0	0.0	17.1	0.0	100.0	49.8	0.0
97	100.0	100.0	0.0	18.1	0.0	100.0	51.1	0.0
98	100.0	100.0	0.0	19.2	0.0	100.0	52.2	0.0
99	100.0	100.0	0.0	20.4	0.0	100.0	53.4	0.0
100	100.0	100.0	0.0	21.6	2.6	100.0	54.8	0.0
101	100.0	100.0	0.0	22.8	4.8	100.0	56.1	0.0
102	100.0	100.0	0.0	23.9	7.4	100.0	57.2	0.0
103	100.0	100.0	0.0	25.0	9.6	100.0	58.6	0.0
104	100.0	100.0	0.0	26.2	12.2	100.0	60.0	0.0
105	100.0	100.0	0.0	27.3	14.4	100.0	61.3	0.0
106	100.0	100.0	0.0	28.3	17.0	100.0	62.7	0.0
107	100.0	100.0	0.0	29.4	19.4	100.0	64.0	0.0
108	100.0	100.0	0.0	30.6	21.9	100.0	65.2	0.0
109	100.0	100.0	0.0	31.8	24.4	100.0	66.5	0.0
110	100.0	100.0	0.0	32.9	26.6	100.0	67.7	0.0
111	100.0	100.0	0.0	34.1	29.1	100.0	69.2	0.0
112	100.0	100.0	0.0	35.3	31.3	100.0	70.4	0.0
113	100.0	100.0	0.0	36.4	33.6	100.0	71.6	0.0
114	100.0	100.0	0.0	37.5	35.9	100.0	73.0	0.0
115	100.0	100.0	0.0	38.6	38.6	100.0	74.2	0.0
116	100.0	100.0	0.0	39.7	40.9	100.0	75.6	0.0
117	100.0	100.0	0.0	40.8	43.3	100.0	76.7	0.0
118	100.0	100.0	0.0	41.9	45.7	100.0	77.9	0.0
119	100.0	100.0	0.0	43.2	48.4	100.0	79.2	0.0
120	100.0	100.0	0.0	44.2	50.6	100.0	80.5	0.0
121	100.0	100.0	0.0	45.5	53.1	100.0	81.8	0.0
122	100.0	100.0	0.0	46.8	55.4	100.0	83.0	0.0
123	100.0	100.0	0.0	47.8	57.7	100.0	84.4	0.0
124	100.0	100.0	0.0	48.9	60.0	100.0	85.5	0.0
125	100.0	100.0	0.0	50.1	62.2	100.0	86.7	0.0
126	100.0	100.0	0.0	51.2	64.6	100.0	88.0	0.0
127	100.0	100.0	0.0	52.4	66.8	100.0	89.4	0.0
128	100.0	100.0	0.0	53.6	69.3	100.0	90.7	0.0
129	100.0	100.0	0.0	54.9	71.9	100.0	91.8	0.0
