Name	project091
Expected duration	164
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	32.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	64.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	96.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	2.7	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	5.6	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	8.4	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	11.1	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	13.8	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	16.6	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	19.3	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	24.6	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	27.4	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	30.2	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	32.9	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	35.7	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	38.4	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	41.1	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	43.8	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	46.5	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	49.3	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	52.1	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	54.8	0.0	0.0	0.0	0.0	0.0	0.0
25	100.0	57.6	0.0	0.0	0.0	0.0	0.0	0.0
26	100.0	60.3	0.0	0.0	0.0	0.0	0.0	0.0
27	100.0	63.0	0.0	0.0	0.0	3.4	0.0	0.0
28	100.0	65.7	0.0	0.0	0.0	6.9	0.0	0.0
29	100.0	68.5	0.0	0.0	0.0	10.3	0.0	0.0
30	100.0	71.2	0.0	0.0	0.0	13.7	0.0	0.0
31	100.0	73.9	0.0	0.0	0.0	17.1	0.0	0.0
32	100.0	76.7	0.0	0.0	0.0	20.5	0.0	0.0
33	100.0	79.5	0.0	0.0	0.0	23.9	0.0	0.0
34	100.0	82.3	0.0	0.0	0.0	27.3	0.0	0.0
35	100.0	85.0	0.0	0.0	0.0	30.7	0.0	0.0
36	100.0	87.7	0.0	0.0	0.0	34.2	0.0	0.0
37	100.0	90.5	0.0	0.0	0.0	37.6	0.0	0.0
38	100.0	93.2	0.0	0.0	0.0	41.0	0.0	0.0
39	100.0	95.9	0.0	0.0	0.0	44.4	0.0	0.0
40	100.0	98.7	0.0	0.0	0.0	47.8	0.0	0.0
41	100.0	100.0	0.0	0.0	0.0	51.1	0.0	0.0
42	100.0	100.0	0.0	0.0	0.0	54.5	1.7	0.0
43	100.0	100.0	0.0	0.0	0.0	57.9	3.5	0.0
44	100.0	100.0	0.0	0.0	0.0	61.3	5.3	0.0
45	100.0	100.0	0.0	0.0	0.0	64.7	7.1	0.0
