Name	project123
Expected duration	153
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	24.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	50.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	80.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	2.4	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	4.9	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	7.7	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	10.4	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	12.7	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	15.5	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	17.9	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	20.4	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	23.1	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	25.6	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	28.1	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	30.5	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	33.1	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	35.8	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	38.4	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	40.6	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	43.2	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	45.6	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	48.3	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	50.7	0.0	0.0	0.0	0.0	0.0	0.0
25	100.0	52.9	0.0	0.0	0.0	0.0	0.0	0.0
26	100.0	55.5	0.0	0.0	0.0	0.0	0.0	0.0
27	100.0	58.1	0.0	0.0	0.0	0.0	0.0	0.0
28	100.0	60.6	0.0	0.0	0.0	0.0	0.0	0.0
29	100.0	63.4	0.0	0.0	0.0	2.9	0.0	0.0
30	100.0	65.8	0.0	0.0	0.0	5.8	0.0	0.0
31	100.0	68.5	0.0	0.0	0.0	8.9	0.0	0.0
32	100.0	71.2	0.0	0.0	0.0	12.1	0.0	0.0
33	100.0	74.2	0.0	0.0	0.0	14.9	0.0	0.0
34	100.0	76.5	0.0	0.0	0.0	18.2	0.0	0.0
35	100.0	78.8	0.0	0.0	0.0	21.2	0.0	0.0
36	100.0	81.1	0.0	0.0	0.0	24.4	0.0	0.0
37	100.0	83.9	0.0	0.0	0.0	27.4	0.0	0.0
38	100.0	86.2	0.0	0.0	0.0	30.7	0.0	0.0
39	100.0	88.5	0.0	0.0	0.0	34.0	0.0	0.0
40	100.0	91.2	0.0	0.0	0.0	37.1	0.0	0.0
41	100.0	93.7	0.0	0.0	0.0	40.0	0.0	0.0
42	100.0	96.3	0.0	0.0	0.0	43.1	0.0	0.0
43	100.0	98.7	0.0	0.0	0.0	46.2	0.0	0.0
44	100.0	100.0	0.0	0.0	0.0	49.1	0.0	0.0
45	100.0	100.0	0.0	0.0	0.0	52.2	1.5	0.0
46	100.0	100.0	0.0	0.0	0.0	55.5	3.3	0.0
47	100.0	100.0	0.0	0.0	0.0	59.1	5.0	0.0
48	100.0	100.0	0.0	0.0	0.0	62.5	6.5	0.0
49	100.0	100.0	0.0	0.0	0.0	66.4	8.1	0.0
50	100.0	100.0	0.0	0.0	0.0	69.5	9.8	0.0
51	100.0	100.0	0.0	0.0	0.0	72.8	11.3	0.0
52	100.0	100.0	0.0	0.0	0.0	75.9	13.0	0.0
53	100.0	100.0	0.0	0.0	0.0	79.2	14.5	0.0
54	100.0	100.0	0.0	0.0	0.0	82.6	16.2	0.0
55	100.0	100.0	0.0	0.0	0.0	86.1	17.7	0.0
56	100.0	100.0	0.0	0.0	0.0	89.3	19.2	0.0
57	100.0	100.0	0.0	0.0	0.0	92.5	21.0	0.0
58	100.0	100.0	0.0	0.0	0.0	95.5	22.5	0.0
59	100.0	100.0	0.0	0.0	0.0	98.7	24.1	0.0
60	100.0	100.0	0.0	0.0	0.0	100.0	25.6	0.0
61	100.0	100.0	0.0	0.0	0.0	100.0	27.4	0.0
62	100.0	100.0	0.0	0.0	0.0	100.0	28.9	0.0
63	100.0	100.0	0.0	0.0	0.0	100.0	30.4	0.0
64	100.0	100.0	0.0	1.3	0.0	100.0	32.0	0.0
65	100.0	100.0	0.0	2.7	0.0	100.0	33.6	0.0
66	100.0	100.0	0.0	4.2	0.0	100.0	35.3	0.0
67	100.0	100.0	0.0	5.7	0.0	100.0	37.1	0.0
68	100.0	100.0	0.0	7.1	0.0	100.0	38.6	0.0
69	100.0	100.0	0.0	8.4	0.0	100.0	40.4	0.0
70	100.0	100.0	0.0	10.0	0.0	100.0	42.1	0.0
71	100.0	100.0	0.0	11.3	0.0	100.0	43.6	0.0
72	100.0	100.0	0.0	12.8	0.0	100.0	45.1	0.0
73	100.0	100.0	0.0	14.1	0.0	100.0	46.7	0.0
74	100.0	100.0	0.0	15.6	0.0	100.0	48.2	0.0
75	100.0	100.0	0.0	17.1	0.0	100.0	49.8	0.0
76	100.0	100.0	0.0	18.4	0.0	100.0	51.5	0.0
77	100.0	100.0	0.0	20.0	0.0	100.0	53.1	0.0
78	100.0	100.0	0.0	21.4	3.5	100.0	54.8	0.0
79	100.0	100.0	0.0	22.7	7.0	100.0	56.5	0.0
80	100.0	100.0	0.0	24.0	10.3	100.0	58.1	0.0
81	100.0	100.0	0.0	25.7	13.2	100.0	59.8	0.0
82	100.0	100.0	0.0	27.0	16.1	100.0	61.4	0.0
83	100.0	100.0	0.0	28.7	19.4	100.0	62.9	0.0
84	100.0	100.0	0.0	30.0	22.8	100.0	64.5	0.0
85	100.0	100.0	0.0	31.5	25.9	100.0	66.0	0.0
86	100.0	100.0	0.0	32.9	28.9	100.0	67.7	0.0
87	100.0	100.0	0.0	34.3	32.0	100.0	69.3	0.0
88	100.0	100.0	0.0	35.8	35.1	100.0	71.2	0.0
89	100.0	100.0	0.0	37.1	38.0	100.0	72.7	0.0
90	100.0	100.0	0.0	38.4	41.2	100.0	74.3	0.0
91	100.0	100.0	0.0	39.8	44.1	100.0	76.0	0.0
92	100.0	100.0	0.0	41.1	47.3	100.0	77.9	0.0
93	100.0	100.0	0.0	42.5	50.4	100.0	79.5	0.0
94	100.0	100.0	0.0	43.8	53.5	100.0	81.0	0.0
95	100.0	100.0	0.0	45.6	56.7	100.0	82.5	0.0
96	100.0	100.0	0.0	46.9	60.5	100.0	84.4	0.0
97	100.0	100.0	0.0	48.5	63.8	100.0	86.2	0.0
98	100.0	100.0	0.0	49.9	66.7	100.0	88.1	0.0
99	100.0	100.0	0.0	51.3	70.4	100.0	89.8	0.0
100	100.0	100.0	0.0	52.6	73.2	100.0	91.5	0.0
101	100.0	100.0	0.0	54.0	76.2	100.0	93.0	0.0
102	100.0	100.0	0.0	55.4	79.3	100.0	94.8	0.0
103	100.0	100.0	0.0	57.1	82.8	100.0	96.5	0.0
104	100.0	100.0	0.0	58.4	85.9	100.0	98.1	0.0
105	100.0	100.0	0.0	59.9	89.0	100.0	99.7	0.0
106	100.0	100.0	0.0	61.2	91.9	100.0	100.0	0.0
107	100.0	100.0	0.0	62.5	94.9	100.0	100.0	0.0
108	100.0	100.0	0.0	64.0	97.9	100.0	100.0	0.0
109	100.0	100.0	0.0	65.4	100.0	100.0	100.0	0.0
110	100.0	100.0	0.0	66.8	100.0	100.0	100.0	0.0
111	100.0	100.0	0.0	68.1	100.0	100.0	100.0	0.0
112	100.0	100.0	0.0	69.7	100.0	100.0	100.0	0.0
113	100.0	100.0	0.0	71.0	100.0	100.0	100.0	0.0
114	100.0	100.0	0.0	72.4	100.0	100.0	100.0	0.0
115	100.0	100.0	0.0	73.8	100.0	100.0	100.0	0.0
116	100.0	100.0	0.0	75.3	100.0	100.0	100.0	0.0
117	100.0	100.0	0.0	76.7	100.0	100.0	100.0	0.0
118	100.0	100.0	0.0	78.3	100.0	100.0	100.0	0.0
119	100.0	100.0	0.0	79.9	100.0	100.0	100.0	0.0
120	100.0	100.0	0.0	81.2	100.0	100.0	100.0	0.0
121	100.0	100.0	0.0	82.5	100.0	100.0	100.0	0.0
122	100.0	100.0	0.0	84.1	100.0	100.0	100.0	0.0
123	100.0	100.0	0.0	85.7	100.0	100.0	100.0	0.0
124	100.0	100.0	0.0	87.2	100.0	100.0	100.0	0.0
125	100.0	100.0	0.0	88.5	100.0	100.0	100.0	0.0
126	100.0	100.0	0.0	89.9	100.0	100.0	100.0	0.0
127	100.0	100.0	0.0	91.5	100.0	100.0	100.0	0.0
128	100.0	100.0	0.0	93.1	100.0	100.0	100.0	0.0
129	100.0	100.0	0.0	94.4	100.0	100.0	100.0	0.0
130	100.0	100.0	0.0	95.8	100.0	100.0	100.0	0.0
131	100.0	100.0	0.0	97.2	100.0	100.0	100.0	0.0
132	100.0	100.0	0.0	98.6	100.0	100.0	100.0	0.0
133	100.0	100.0	0.0	100.0	100.0	100.0	100.0	0.0
134	100.0	100.0	2.6	100.0	100.0	100.0	100.0	0.0
135	100.0	100.0	5.3	100.0	100.0	100.0	100.0	0.0
136	100.0	100.0	8.2	100.0	100.0	100.0	100.0	0.0
137	100.0	100.0	11.4	100.0	100.0	100.0	100.0	0.0
138	100.0	100.0	14.4	100.0	100.0	100.0	100.0	0.0
139	100.0	100.0	17.4	100.0	100.0	100.0	100.0	0.0
140	100.0	100.0	20.0	100.0	100.0	100.0	100.0	0.0
141	100.0	100.0	23.2	100.0	100.0	100.0	100.0	0.0
142	100.0	100.0	25.9	100.0	100.0	100.0	100.0	0.0
143	100.0	100.0	28.8	100.0	100.0	100.0	100.0	0.0
144	100.0	100.0	31.8	100.0	100.0	100.0	100.0	0.0
145	100.0	100.0	34.6	100.0	100.0	100.0	100.0	1.9
146	100.0	100.0	37.3	100.0	100.0	100.0	100.0	3.9
147	100.0	100.0	40.0	100.0	100.0	100.0	100.0	5.9
148	100.0	100.0	43.0	100.0	100.0	100.0	100.0	8.0
149	100.0	100.0	46.1	100.0	100.0	100.0	100.0	10.4
150	100.0	100.0	49.3	100.0	100.0	100.0	100.0	12.5
151	100.0	100.0	52.1	100.0	100.0	100.0	100.0	14.7
152	100.0	100.0	55.3	100.0	100.0	100.0	100.0	17.1
153	100.0	100.0	58.1	100.0	100.0	100.0	100.0	19.0
154	100.0	100.0	61.0	100.0	100.0	100.0	100.0	21.0
155	100.0	100.0	63.7	100.0	100.0	100.0	100.0	23.0
156	100.0	100.0	66.4	100.0	100.0	100.0	100.0	25.0
157	100.0	100.0	69.1	100.0	100.0	100.0	100.0	27.0
158	100.0	100.0	71.8	100.0	100.0	100.0	100.0	29.0
159	100.0	100.0	75.0	100.0	100.0	100.0	100.0	31.1
160	100.0	100.0	77.7	100.0	100.0	100.0	100.0	33.1
161	100.0	100.0	80.6	100.0	100.0	100.0	100.0	35.2
162	100.0	100.0	83.5	100.0	100.0	100.0	100.0	37.3
163	100.0	100.0	86.4	100.0	100.0	100.0	100.0	39.3
164	100.0	100.0	89.4	100.0	100.0	100.0	100.0	41.5
165	100.0	100.0	92.0	100.0	100.0	100.0	100.0	43.5
166	100.0	100.0	94.7	100.0	100.0	100.0	100.0	45.4
167	100.0	100.0	97.5	100.0	100.0	100.0	100.0	47.5
168	100.0	100.0	100.0	100.0	100.0	100.0	100.0	49.8
169	100.0	100.0	100.0	100.0	100.0	100.0	100.0	52.0
170	100.0	100.0	100.0	100.0	100.0	100.0	100.0	54.0
171	100.0	100.0	100.0	100.0	100.0	100.0	100.0	56.5
172	100.0	100.0	100.0	100.0	100.0	100.0	100.0	58.8
173	100.0	100.0	100.0	100.0	100.0	100.0	100.0	60.9
174	100.0	100.0	100.0	100.0	100.0	100.0	100.0	63.0
175	100.0	100.0	100.0	100.0	100.0	100.0	100.0	65.2
176	100.0	100.0	100.0	100.0	100.0	100.0	100.0	67.2
177	100.0	100.0	100.0	100.0	100.0	100.0	100.0	69.2
178	100.0	100.0	100.0	100.0	100.0	100.0	100.0	71.2
179	100.0	100.0	100.0	100.0	100.0	100.0	100.0	73.7
180	100.0	100.0	100.0	100.0	100.0	100.0	100.0	76.0
181	100.0	100.0	100.0	100.0	100.0	100.0	100.0	78.0
182	100.0	100.0	100.0	100.0	100.0	100.0	100.0	80.3
183	100.0	100.0	100.0	100.0	100.0	100.0	100.0	82.3
184	100.0	100.0	100.0	100.0	100.0	100.0	100.0	84.7
185	100.0	100.0	100.0	100.0	100.0	100.0	100.0	87.0
186	100.0	100.0	100.0	100.0	100.0	100.0	100.0	89.0
187	100.0	100.0	100.0	100.0	100.0	100.0	100.0	91.3
188	100.0	100.0	100.0	100.0	100.0	100.0	100.0	93.5
189	100.0	100.0	100.0	100.0	100.0	100.0	100.0	95.5
190	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.5
191	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.5
192	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
