Name	project122
Expected duration	140
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	64.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	97.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	3.2	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	6.4	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	9.6	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	12.8	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	16.1	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	19.3	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	22.5	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	25.7	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	32.2	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	35.5	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	38.7	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	41.9	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	45.2	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	48.5	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	51.7	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	54.9	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	58.1	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	61.4	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	64.6	0.0	0.0	0.0	4.0	0.0	0.0
25	100.0	67.9	0.0	0.0	0.0	8.1	0.0	0.0
26	100.0	71.1	0.0	0.0	0.0	12.2	0.0	0.0
27	100.0	74.4	0.0	0.0	0.0	16.2	0.0	0.0
28	100.0	77.6	0.0	0.0	0.0	20.2	0.0	0.0
29	100.0	80.8	0.0	0.0	0.0	24.2	0.0	0.0
30	100.0	84.1	0.0	0.0	0.0	28.3	0.0	0.0
31	100.0	87.3	0.0	0.0	0.0	32.3	0.0	0.0
32	100.0	90.6	0.0	0.0	0.0	36.4	0.0	0.0
33	100.0	93.7	0.0	0.0	0.0	40.4	0.0	0.0
34	100.0	97.0	0.0	0.0	0.0	44.6	0.0	0.0
35	100.0	100.0	0.0	0.0	0.0	48.5	0.0	0.0
36	100.0	100.0	0.0	0.0	0.0	52.6	2.1	0.0
37	100.0	100.0	0.0	0.0	0.0	56.6	4.2	0.0
38	100.0	100.0	0.0	0.0	0.0	60.7	6.3	0.0
39	100.0	100.0	0.0	0.0	0.0	64.6	8.4	0.0
40	100.0	100.0	0.0	0.0	0.0	68.6	10.5	0.0
41	100.0	100.0	0.0	0.0	0.0	72.7	12.6	0.0
42	100.0	100.0	0.0	0.0	0.0	76.7	14.8	0.0
43	100.0	100.0	0.0	0.0	0.0	80.7	16.9	0.0
44	100.0	100.0	0.0	0.0	0.0	84.7	19.0	0.0
45	100.0	100.0	0.0	0.0	0.0	88.8	21.1	0.0
46	100.0	100.0	0.0	0.0	0.0	92.9	23.2	0.0
47	100.0	100.0	0.0	0.0	0.0	96.9	25.3	0.0
48	100.0	100.0	0.0	0.0	0.0	100.0	27.4	0.0
49	100.0	100.0	0.0	0.0	0.0	100.0	29.5	0.0
50	100.0	100.0	0.0	0.0	0.0	100.0	31.6	0.0
51	100.0	100.0	0.0	1.9	0.0	100.0	33.7	0.0
