Name	project040
Expected duration	171
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	18.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	30.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	46.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	73.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	93.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	2.1	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	3.6	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	5.5	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	7.2	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	9.6	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	10.8	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	12.3	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	13.5	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	15.1	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	16.7	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	18.5	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	20.1	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	22.2	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	23.4	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	25.1	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	26.1	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	27.8	0.0	0.0	0.0	0.0	0.0	0.0
25	100.0	29.4	0.0	0.0	0.0	0.0	0.0	0.0
26	100.0	31.8	0.0	0.0	0.0	0.0	0.0	0.0
27	100.0	32.8	0.0	0.0	0.0	0.0	0.0	0.0
28	100.0	33.8	0.0	0.0	0.0	0.0	0.0	0.0
29	100.0	36.1	0.0	0.0	0.0	0.0	0.0	0.0
30	100.0	37.8	0.0	0.0	0.0	0.0	0.0	0.0
31	100.0	39.7	0.0	0.0	0.0	0.0	0.0	0.0
32	100.0	41.4	0.0	0.0	0.0	0.0	0.0	0.0
33	100.0	42.4	0.0	0.0	0.0	0.0	0.0	0.0
34	100.0	43.7	0.0	0.0	0.0	0.0	0.0	0.0
35	100.0	45.6	0.0	0.0	0.0	0.0	0.0	0.0
36	100.0	46.9	0.0	0.0	0.0	0.0	0.0	0.0
37	100.0	48.5	0.0	0.0	0.0	0.0	0.0	0.0
38	100.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0
39	100.0	51.9	0.0	0.0	0.0	0.0	0.0	0.0
40	100.0	53.6	0.0	0.0	0.0	0.0	0.0	0.0
41	100.0	55.4	0.0	0.0	0.0	0.0	0.0	0.0
42	100.0	56.5	0.0	0.0	0.0	0.0	0.0	0.0
43	100.0	57.5	0.0	0.0	0.0	0.0	0.0	0.0
44	100.0	59.5	0.0	0.0	0.0	0.0	0.0	0.0
