Name	project029
Expected duration	167
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	31.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	63.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	95.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	2.8	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	5.5	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	8.2	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	10.9	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	13.6	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	16.3	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	21.7	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	24.4	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	27.3	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	29.9	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	32.7	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	35.4	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	38.1	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	40.8	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	43.5	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	46.3	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	51.7	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	54.4	0.0	0.0	0.0	0.0	0.0	0.0
25	100.0	57.1	0.0	0.0	0.0	0.0	0.0	0.0
26	100.0	59.8	0.0	0.0	0.0	0.0	0.0	0.0
27	100.0	62.5	0.0	0.0	0.0	0.0	0.0	0.0
28	100.0	65.3	0.0	0.0	0.0	3.2	0.0	0.0
29	100.0	68.0	0.0	0.0	0.0	6.5	0.0	0.0
30	100.0	70.8	0.0	0.0	0.0	9.7	0.0	0.0
31	100.0	73.6	0.0	0.0	0.0	13.0	0.0	0.0
32	100.0	76.3	0.0	0.0	0.0	16.3	0.0	0.0
33	100.0	79.1	0.0	0.0	0.0	19.5	0.0	0.0
34	100.0	81.9	0.0	0.0	0.0	22.7	0.0	0.0
35	100.0	84.6	0.0	0.0	0.0	26.0	0.0	0.0
36	100.0	87.3	0.0	0.0	0.0	29.3	0.0	0.0
37	100.0	90.0	0.0	0.0	0.0	32.6	0.0	0.0
38	100.0	92.8	0.0	0.0	0.0	36.0	0.0	0.0
39	100.0	95.6	0.0	0.0	0.0	39.4	0.0	0.0
40	100.0	98.3	0.0	0.0	0.0	42.6	0.0	0.0
41	100.0	100.0	0.0	0.0	0.0	46.0	0.0	0.0
42	100.0	100.0	0.0	0.0	0.0	49.2	1.7	0.0
43	100.0	100.0	0.0	0.0	0.0	52.5	3.5	0.0
44	100.0	100.0	0.0	0.0	0.0	55.8	5.2	0.0
45	100.0	100.0	0.0	0.0	0.0	59.0	7.0	0.0
46	100.0	100.0	0.0	0.0	0.0	62.3	8.7	0.0
47	100.0	100.0	0.0	0.0	0.0	65.6	10.4	0.0
48	100.0	100.0	0.0	0.0	0.0	69.0	12.2	0.0
49	100.0	100.0	0.0	0.0	0.0	72.4	13.9	0.0
50	100.0	100.0	0.0	0.0	0.0	75.7	15.7	0.0
51	100.0	100.0	0.0	0.0	0.0	79.0	17.4	0.0
52	100.0	100.0	0.0	0.0	0.0	82.2	19.1	0.0
53	100.0	100.0	0.0	0.0	0.0	85.5	20.9	0.0
54	100.0	100.0	0.0	0.0	0.0	88.8	22.6	0.0
55	100.0	100.0	0.0	0.0	0.0	92.1	24.3	0.0
56	100.0	100.0	0.0	0.0	0.0	95.4	26.1	0.0
57	100.0	100.0	0.0	0.0	0.0	98.7	27.9	0.0
58	100.0	100.0	0.0	0.0	0.0	100.0	29.6	0.0
59	100.0	100.0	0.0	0.0	0.0	100.0	31.4	0.0
60	100.0	100.0	0.0	1.6	0.0	100.0	33.1	0.0
61	100.0	100.0	0.0	3.1	0.0	100.0	34.8	0.0
62	100.0	100.0	0.0	4.6	0.0	100.0	36.6	0.0
63	100.0	100.0	0.0	6.1	0.0	100.0	38.4	0.0
64	100.0	100.0	0.0	7.7	0.0	100.0	40.1	0.0
65	100.0	100.0	0.0	9.2	0.0	100.0	41.9	0.0
66	100.0	100.0	0.0	10.8	0.0	100.0	43.6	0.0
67	100.0	100.0	0.0	12.4	0.0	100.0	45.4	0.0
68	100.0	100.0	0.0	13.9	0.0	100.0	47.1	0.0
69	100.0	100.0	0.0	15.4	0.0	100.0	48.9	0.0
