Name	project075
Expected duration	138
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	33.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	66.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	99.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	3.4	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	6.9	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	10.3	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	13.7	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	17.2	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	20.6	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	27.5	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	30.9	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	34.3	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	37.8	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	41.2	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	44.6	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	51.5	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	54.9	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	58.3	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	61.8	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	65.2	0.0	0.0	0.0	4.1	0.0	0.0
24	100.0	68.6	0.0	0.0	0.0	8.3	0.0	0.0
25	100.0	72.1	0.0	0.0	0.0	12.4	0.0	0.0
26	100.0	75.5	0.0	0.0	0.0	16.6	0.0	0.0
27	100.0	78.9	0.0	0.0	0.0	20.7	0.0	0.0
28	100.0	82.4	0.0	0.0	0.0	24.9	0.0	0.0
29	100.0	85.8	0.0	0.0	0.0	29.0	0.0	0.0
30	100.0	89.2	0.0	0.0	0.0	33.2	0.0	0.0
31	100.0	92.7	0.0	0.0	0.0	37.3	0.0	0.0
32	100.0	96.1	0.0	0.0	0.0	41.5	0.0	0.0
33	100.0	99.5	0.0	0.0	0.0	45.6	0.0	0.0
34	100.0	100.0	0.0	0.0	0.0	49.8	0.0	0.0
35	100.0	100.0	0.0	0.0	0.0	53.9	2.2	0.0
36	100.0	100.0	0.0	0.0	0.0	58.1	4.4	0.0
37	100.0	100.0	0.0	0.0	0.0	62.2	6.6	0.0
38	100.0	100.0	0.0	0.0	0.0	66.4	8.8	0.0
39	100.0	100.0	0.0	0.0	0.0	70.5	11.1	0.0
40	100.0	100.0	0.0	0.0	0.0	74.6	13.3	0.0
41	100.0	100.0	0.0	0.0	0.0	78.8	15.5	0.0
42	100.0	100.0	0.0	0.0	0.0	83.0	17.7	0.0
43	100.0	100.0	0.0	0.0	0.0	87.1	19.9	0.0
44	100.0	100.0	0.0	0.0	0.0	91.3	22.1	0.0
45	100.0	100.0	0.0	0.0	0.0	95.4	24.3	0.0
46	100.0	100.0	0.0	0.0	0.0	99.5	26.5	0.0
47	100.0	100.0	0.0	0.0	0.0	100.0	28.7	0.0
48	100.0	100.0	0.0	0.0	0.0	100.0	30.9	0.0
49	100.0	100.0	0.0	1.9	0.0	100.0	33.1	0.0
50	100.0	100.0	0.0	3.9	0.0	100.0	35.4	0.0
51	100.0	100.0	0.0	5.9	0.0	100.0	37.6	0.0
52	100.0	100.0	0.0	7.8	0.0	100.0	39.8	0.0
53	100.0	100.0	0.0	9.8	0.0	100.0	42.0	0.0
54	100.0	100.0	0.0	11.7	0.0	100.0	44.2	0.0
55	100.0	100.0	0.0	13.7	0.0	100.0	46.4	0.0
56	100.0	100.0	0.0	15.6	0.0	100.0	48.6	0.0
57	100.0	100.0	0.0	17.6	0.0	100.0	50.8	0.0
58	100.0	100.0	0.0	19.5	0.0	100.0	53.0	0.0
59	100.0	100.0	0.0	21.5	0.0	100.0	55.3	0.0
60	100.0	100.0	0.0	23.4	4.1	100.0	57.5	0.0
61	100.0	100.0	0.0	25.4	8.3	100.0	59.7	0.0
62	100.0	100.0	0.0	27.3	12.4	100.0	61.9	0.0
63	100.0	100.0	0.0	29.3	16.6	100.0	64.1	0.0
64	100.0	100.0	0.0	31.2	20.7	100.0	66.3	0.0
