Name	project099
Expected duration	162
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	33.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	66.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	99.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	2.9	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	5.9	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	8.8	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	11.8	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	14.7	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	17.6	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	20.6	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	23.5	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	26.5	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	29.4	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	32.3	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	35.3	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	38.2	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	41.2	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	44.1	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	52.9	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	55.9	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	58.8	0.0	0.0	0.0	0.0	0.0	0.0
25	100.0	61.7	0.0	0.0	0.0	0.0	0.0	0.0
26	100.0	64.7	0.0	0.0	0.0	3.6	0.0	0.0
27	100.0	67.6	0.0	0.0	0.0	7.1	0.0	0.0
28	100.0	70.6	0.0	0.0	0.0	10.7	0.0	0.0
29	100.0	73.5	0.0	0.0	0.0	14.3	0.0	0.0
30	100.0	76.4	0.0	0.0	0.0	17.8	0.0	0.0
31	100.0	79.4	0.0	0.0	0.0	21.4	0.0	0.0
32	100.0	82.3	0.0	0.0	0.0	25.0	0.0	0.0
33	100.0	85.3	0.0	0.0	0.0	28.6	0.0	0.0
34	100.0	88.2	0.0	0.0	0.0	32.1	0.0	0.0
35	100.0	91.1	0.0	0.0	0.0	35.7	0.0	0.0
36	100.0	94.1	0.0	0.0	0.0	39.3	0.0	0.0
37	100.0	97.0	0.0	0.0	0.0	42.8	0.0	0.0
38	100.0	100.0	0.0	0.0	0.0	46.4	0.0	0.0
39	100.0	100.0	0.0	0.0	0.0	50.0	0.0	0.0
40	100.0	100.0	0.0	0.0	0.0	53.5	1.9	0.0
41	100.0	100.0	0.0	0.0	0.0	57.1	3.8	0.0
42	100.0	100.0	0.0	0.0	0.0	60.7	5.7	0.0
43	100.0	100.0	0.0	0.0	0.0	64.2	7.5	0.0
44	100.0	100.0	0.0	0.0	0.0	67.8	9.4	0.0
45	100.0	100.0	0.0	0.0	0.0	71.4	11.3	0.0
46	100.0	100.0	0.0	0.0	0.0	75.0	13.2	0.0
47	100.0	100.0	0.0	0.0	0.0	78.5	15.1	0.0
48	100.0	100.0	0.0	0.0	0.0	82.1	17.0	0.0
49	100.0	100.0	0.0	0.0	0.0	85.7	18.9	0.0
50	100.0	100.0	0.0	0.0	0.0	89.2	20.7	0.0
51	100.0	100.0	0.0	0.0	0.0	92.8	22.6	0.0
52	100.0	100.0	0.0	0.0	0.0	96.4	24.5	0.0
53	100.0	100.0	0.0	0.0	0.0	99.9	26.4	0.0
54	100.0	100.0	0.0	0.0	0.0	100.0	28.3	0.0
55	100.0	100.0	0.0	0.0	0.0	100.0	30.2	0.0
56	100.0	100.0	0.0	1.7	0.0	100.0	32.1	0.0
57	100.0	100.0	0.0	3.3	0.0	100.0	33.9	0.0
58	100.0	100.0	0.0	5.0	0.0	100.0	35.8	0.0
59	100.0	100.0	0.0	6.7	0.0	100.0	37.7	0.0
60	100.0	100.0	0.0	8.3	0.0	100.0	39.6	0.0
61	100.0	100.0	0.0	10.0	0.0	100.0	41.5	0.0
62	100.0	100.0	0.0	11.7	0.0	100.0	43.4	0.0
