Name	project112
Expected duration	186
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	24.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	49.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	74.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	99.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	2.6	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	5.1	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	7.7	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	10.2	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	12.8	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	15.3	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	17.9	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	20.4	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	25.5	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	28.1	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	30.6	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	33.2	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	35.7	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	38.3	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	40.9	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	43.4	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	48.5	0.0	0.0	0.0	0.0	0.0	0.0
25	100.0	51.1	0.0	0.0	0.0	0.0	0.0	0.0
26	100.0	53.6	0.0	0.0	0.0	0.0	0.0	0.0
27	100.0	56.2	0.0	0.0	0.0	0.0	0.0	0.0
28	100.0	58.7	0.0	0.0	0.0	0.0	0.0	0.0
29	100.0	61.3	0.0	0.0	0.0	0.0	0.0	0.0
30	100.0	63.8	0.0	0.0	0.0	3.1	0.0	0.0
31	100.0	66.4	0.0	0.0	0.0	6.2	0.0	0.0
32	100.0	68.9	0.0	0.0	0.0	9.3	0.0	0.0
33	100.0	71.5	0.0	0.0	0.0	12.5	0.0	0.0
34	100.0	74.0	0.0	0.0	0.0	15.6	0.0	0.0
35	100.0	76.6	0.0	0.0	0.0	18.7	0.0	0.0
36	100.0	79.2	0.0	0.0	0.0	21.8	0.0	0.0
37	100.0	81.7	0.0	0.0	0.0	24.9	0.0	0.0
