Name	project101
Expected duration	197
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	2.4	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	4.8	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	7.1	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	9.5	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	11.9	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	14.3	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	16.7	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	21.4	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	23.8	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	26.2	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	28.6	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	33.3	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	35.7	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	38.1	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	40.5	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	42.9	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	45.2	0.0	0.0	0.0	0.0	0.0	0.0
25	100.0	47.6	0.0	0.0	0.0	0.0	0.0	0.0
26	100.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0
27	100.0	52.4	0.0	0.0	0.0	0.0	0.0	0.0
28	100.0	54.8	0.0	0.0	0.0	0.0	0.0	0.0
29	100.0	57.1	0.0	0.0	0.0	0.0	0.0	0.0
30	100.0	59.5	0.0	0.0	0.0	0.0	0.0	0.0
31	100.0	61.9	0.0	0.0	0.0	0.0	0.0	0.0
32	100.0	64.3	0.0	0.0	0.0	2.9	0.0	0.0
33	100.0	66.7	0.0	0.0	0.0	5.9	0.0	0.0
34	100.0	69.0	0.0	0.0	0.0	8.8	0.0	0.0
35	100.0	71.4	0.0	0.0	0.0	11.8	0.0	0.0
36	100.0	73.8	0.0	0.0	0.0	14.7	0.0	0.0
37	100.0	76.2	0.0	0.0	0.0	17.6	0.0	0.0
38	100.0	78.6	0.0	0.0	0.0	20.6	0.0	0.0
39	100.0	81.0	0.0	0.0	0.0	23.5	0.0	0.0
40	100.0	83.3	0.0	0.0	0.0	26.5	0.0	0.0
41	100.0	85.7	0.0	0.0	0.0	29.4	0.0	0.0
42	100.0	88.1	0.0	0.0	0.0	32.4	0.0	0.0
43	100.0	90.5	0.0	0.0	0.0	35.3	0.0	0.0
44	100.0	92.9	0.0	0.0	0.0	38.2	0.0	0.0
45	100.0	95.2	0.0	0.0	0.0	41.2	0.0	0.0
46	100.0	97.6	0.0	0.0	0.0	44.1	0.0	0.0
47	100.0	100.0	0.0	0.0	0.0	47.1	0.0	0.0
48	100.0	100.0	0.0	0.0	0.0	50.0	0.0	0.0
49	100.0	100.0	0.0	0.0	0.0	52.9	1.6	0.0
50	100.0	100.0	0.0	0.0	0.0	55.9	3.1	0.0
51	100.0	100.0	0.0	0.0	0.0	58.8	4.7	0.0
52	100.0	100.0	0.0	0.0	0.0	61.8	6.2	0.0
