Name	project086
Expected duration	143
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	33.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	66.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	3.3	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	6.7	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	13.3	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	16.7	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	23.3	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	26.7	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	33.3	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	36.7	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	43.3	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	46.7	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	53.3	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	56.7	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	63.3	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	66.7	0.0	0.0	0.0	4.0	0.0	0.0
25	100.0	70.0	0.0	0.0	0.0	8.0	0.0	0.0
26	100.0	73.3	0.0	0.0	0.0	12.0	0.0	0.0
27	100.0	76.7	0.0	0.0	0.0	16.0	0.0	0.0
28	100.0	80.0	0.0	0.0	0.0	20.0	0.0	0.0
29	100.0	83.3	0.0	0.0	0.0	24.0	0.0	0.0
30	100.0	86.7	0.0	0.0	0.0	28.0	0.0	0.0
31	100.0	90.0	0.0	0.0	0.0	32.0	0.0	0.0
32	100.0	93.3	0.0	0.0	0.0	36.0	0.0	0.0
33	100.0	96.7	0.0	0.0	0.0	40.0	0.0	0.0
34	100.0	100.0	0.0	0.0	0.0	44.0	0.0	0.0
35	100.0	100.0	0.0	0.0	0.0	48.0	0.0	0.0
36	100.0	100.0	0.0	0.0	0.0	52.0	2.1	0.0
37	100.0	100.0	0.0	0.0	0.0	56.0	4.3	0.0
38	100.0	100.0	0.0	0.0	0.0	60.0	6.4	0.0
39	100.0	100.0	0.0	0.0	0.0	64.0	8.5	0.0
40	100.0	100.0	0.0	0.0	0.0	68.0	10.6	0.0
41	100.0	100.0	0.0	0.0	0.0	72.0	12.8	0.0
42	100.0	100.0	0.0	0.0	0.0	76.0	14.9	0.0
43	100.0	100.0	0.0	0.0	0.0	80.0	17.0	0.0
44	100.0	100.0	0.0	0.0	0.0	84.0	19.1	0.0
45	100.0	100.0	0.0	0.0	0.0	88.0	21.3	0.0
46	100.0	100.0	0.0	0.0	0.0	92.0	23.4	0.0
47	100.0	100.0	0.0	0.0	0.0	96.0	25.5	0.0
48	100.0	100.0	0.0	0.0	0.0	100.0	27.7	0.0
49	100.0	100.0	0.0	0.0	0.0	100.0	29.8	0.0
50	100.0	100.0	0.0	0.0	0.0	100.0	31.9	0.0
51	100.0	100.0	0.0	1.9	0.0	100.0	34.0	0.0
52	100.0	100.0	0.0	3.8	0.0	100.0	36.2	0.0
53	100.0	100.0	0.0	5.7	0.0	100.0	38.3	0.0
54	100.0	100.0	0.0	7.5	0.0	100.0	40.4	0.0
55	100.0	100.0	0.0	9.4	0.0	100.0	42.5	0.0
56	100.0	100.0	0.0	11.3	0.0	100.0	44.7	0.0
57	100.0	100.0	0.0	13.2	0.0	100.0	46.8	0.0
58	100.0	100.0	0.0	15.1	0.0	100.0	48.9	0.0
59	100.0	100.0	0.0	17.0	0.0	100.0	51.1	0.0
60	100.0	100.0	0.0	18.9	0.0	100.0	53.2	0.0
