Name	project009
Expected duration	150
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	30.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	59.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	87.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	2.7	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	5.3	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	7.8	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	10.6	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	13.1	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	15.6	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	18.5	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	23.7	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	26.1	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	28.8	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	31.6	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	36.6	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	39.3	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	41.8	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	44.5	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	47.1	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	50.2	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	52.8	0.0	0.0	0.0	0.0	0.0	0.0
25	100.0	55.4	0.0	0.0	0.0	0.0	0.0	0.0
26	100.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0
27	100.0	60.8	0.0	0.0	0.0	0.0	0.0	0.0
28	100.0	63.4	0.0	0.0	0.0	3.3	0.0	0.0
29	100.0	66.0	0.0	0.0	0.0	6.6	0.0	0.0
30	100.0	68.8	0.0	0.0	0.0	9.9	0.0	0.0
31	100.0	71.2	0.0	0.0	0.0	13.0	0.0	0.0
32	100.0	74.1	0.0	0.0	0.0	16.2	0.0	0.0
33	100.0	76.9	0.0	0.0	0.0	19.8	0.0	0.0
34	100.0	79.7	0.0	0.0	0.0	23.0	0.0	0.0
35	100.0	82.2	0.0	0.0	0.0	26.1	0.0	0.0
36	100.0	84.7	0.0	0.0	0.0	29.0	0.0	0.0
37	100.0	87.4	0.0	0.0	0.0	32.4	0.0	0.0
38	100.0	90.0	0.0	0.0	0.0	35.6	0.0	0.0
39	100.0	92.7	0.0	0.0	0.0	39.1	0.0	0.0
40	100.0	95.2	0.0	0.0	0.0	42.6	0.0	0.0
41	100.0	98.0	0.0	0.0	0.0	45.8	0.0	0.0
42	100.0	100.0	0.0	0.0	0.0	49.4	0.0	0.0
43	100.0	100.0	0.0	0.0	0.0	53.0	1.6	0.0
44	100.0	100.0	0.0	0.0	0.0	56.5	3.3	0.0
45	100.0	100.0	0.0	0.0	0.0	59.6	5.1	0.0
46	100.0	100.0	0.0	0.0	0.0	62.6	6.9	0.0
47	100.0	100.0	0.0	0.0	0.0	66.0	8.6	0.0
48	100.0	100.0	0.0	0.0	0.0	69.2	10.6	0.0
49	100.0	100.0	0.0	0.0	0.0	72.7	12.6	0.0
50	100.0	100.0	0.0	0.0	0.0	75.8	14.3	0.0
51	100.0	100.0	0.0	0.0	0.0	79.0	16.2	0.0
52	100.0	100.0	0.0	0.0	0.0	82.3	18.1	0.0
53	100.0	100.0	0.0	0.0	0.0	85.9	19.8	0.0
54	100.0	100.0	0.0	0.0	0.0	88.9	21.5	0.0
55	100.0	100.0	0.0	0.0	0.0	92.7	23.2	0.0
56	100.0	100.0	0.0	0.0	0.0	95.9	24.9	0.0
57	100.0	100.0	0.0	0.0	0.0	99.0	26.6	0.0
58	100.0	100.0	0.0	0.0	0.0	100.0	28.4	0.0
59	100.0	100.0	0.0	0.0	0.0	100.0	30.0	0.0
60	100.0	100.0	0.0	0.0	0.0	100.0	31.6	0.0
61	100.0	100.0	0.0	1.6	0.0	100.0	33.2	0.0
62	100.0	100.0	0.0	3.0	0.0	100.0	34.8	0.0
63	100.0	100.0	0.0	4.5	0.0	100.0	36.6	0.0
64	100.0	100.0	0.0	6.1	0.0	100.0	38.2	0.0
65	100.0	100.0	0.0	7.5	0.0	100.0	40.0	0.0
66	100.0	100.0	0.0	9.1	0.0	100.0	41.6	0.0
67	100.0	100.0	0.0	10.6	0.0	100.0	43.4	0.0
68	100.0	100.0	0.0	12.3	0.0	100.0	45.2	0.0
69	100.0	100.0	0.0	13.7	0.0	100.0	47.1	0.0
70	100.0	100.0	0.0	15.5	0.0	100.0	48.9	0.0
71	100.0	100.0	0.0	16.9	0.0	100.0	50.6	0.0
72	100.0	100.0	0.0	18.6	0.0	100.0	52.4	0.0
73	100.0	100.0	0.0	20.1	0.0	100.0	54.0	0.0
74	100.0	100.0	0.0	21.7	3.0	100.0	55.6	0.0
75	100.0	100.0	0.0	23.3	6.2	100.0	57.3	0.0
76	100.0	100.0	0.0	24.8	9.2	100.0	59.1	0.0
77	100.0	100.0	0.0	26.3	12.5	100.0	60.8	0.0
78	100.0	100.0	0.0	27.8	15.6	100.0	62.4	0.0
79	100.0	100.0	0.0	29.5	18.8	100.0	64.2	0.0
80	100.0	100.0	0.0	30.9	22.0	100.0	65.9	0.0
81	100.0	100.0	0.0	32.4	25.3	100.0	67.5	0.0
82	100.0	100.0	0.0	33.9	28.5	100.0	69.3	0.0
83	100.0	100.0	0.0	35.5	31.6	100.0	71.0	0.0
84	100.0	100.0	0.0	37.1	34.8	100.0	72.6	0.0
85	100.0	100.0	0.0	38.7	38.2	100.0	74.3	0.0
86	100.0	100.0	0.0	40.1	41.6	100.0	75.9	0.0
87	100.0	100.0	0.0	41.6	45.0	100.0	77.6	0.0
88	100.0	100.0	0.0	43.2	48.0	100.0	79.2	0.0
89	100.0	100.0	0.0	44.9	51.5	100.0	80.9	0.0
90	100.0	100.0	0.0	46.3	54.7	100.0	82.6	0.0
91	100.0	100.0	0.0	48.1	57.7	100.0	84.4	0.0
92	100.0	100.0	0.0	49.5	61.4	100.0	86.0	0.0
93	100.0	100.0	0.0	51.1	64.8	100.0	87.9	0.0
94	100.0	100.0	0.0	52.8	68.0	100.0	89.6	0.0
95	100.0	100.0	0.0	54.2	71.1	100.0	91.2	0.0
96	100.0	100.0	0.0	55.7	74.1	100.0	93.1	0.0
97	100.0	100.0	0.0	57.2	77.3	100.0	94.9	0.0
98	100.0	100.0	0.0	58.9	80.4	100.0	96.6	0.0
99	100.0	100.0	0.0	60.3	83.6	100.0	98.3	0.0
100	100.0	100.0	0.0	61.8	87.0	100.0	99.9	0.0
101	100.0	100.0	0.0	63.3	90.1	100.0	100.0	0.0
102	100.0	100.0	0.0	64.8	93.1	100.0	100.0	0.0
103	100.0	100.0	0.0	66.4	96.7	100.0	100.0	0.0
104	100.0	100.0	0.0	67.9	99.9	100.0	100.0	0.0
