Name	project003
Expected duration	192
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	24.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	49.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	74.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	99.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	7.5	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	12.4	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	14.9	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	17.4	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	19.9	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	22.4	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	24.9	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	27.4	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	29.9	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	32.4	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	34.9	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	37.4	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	39.8	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	42.3	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	44.8	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	47.3	0.0	0.0	0.0	0.0	0.0	0.0
25	100.0	49.8	0.0	0.0	0.0	0.0	0.0	0.0
26	100.0	52.3	0.0	0.0	0.0	0.0	0.0	0.0
27	100.0	54.8	0.0	0.0	0.0	0.0	0.0	0.0
28	100.0	57.3	0.0	0.0	0.0	0.0	0.0	0.0
29	100.0	59.8	0.0	0.0	0.0	0.0	0.0	0.0
30	100.0	62.2	0.0	0.0	0.0	0.0	0.0	0.0
31	100.0	64.7	0.0	0.0	0.0	3.0	0.0	0.0
32	100.0	67.2	0.0	0.0	0.0	6.0	0.0	0.0
33	100.0	69.7	0.0	0.0	0.0	9.1	0.0	0.0
34	100.0	72.2	0.0	0.0	0.0	12.1	0.0	0.0
35	100.0	74.7	0.0	0.0	0.0	15.1	0.0	0.0
36	100.0	77.2	0.0	0.0	0.0	18.1	0.0	0.0
37	100.0	79.7	0.0	0.0	0.0	21.2	0.0	0.0
