Name	project102
Expected duration	197
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	18.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	39.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	57.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	80.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	4.1	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	5.9	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	7.8	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	9.8	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	11.7	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	13.8	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	15.7	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	17.6	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	19.4	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	21.2	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	23.2	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	25.2	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	28.8	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	30.9	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	33.2	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	35.2	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0
25	100.0	39.2	0.0	0.0	0.0	0.0	0.0	0.0
26	100.0	41.5	0.0	0.0	0.0	0.0	0.0	0.0
27	100.0	43.7	0.0	0.0	0.0	0.0	0.0	0.0
28	100.0	45.9	0.0	0.0	0.0	0.0	0.0	0.0
29	100.0	47.9	0.0	0.0	0.0	0.0	0.0	0.0
30	100.0	49.9	0.0	0.0	0.0	0.0	0.0	0.0
31	100.0	51.8	0.0	0.0	0.0	0.0	0.0	0.0
32	100.0	53.8	0.0	0.0	0.0	0.0	0.0	0.0
33	100.0	55.7	0.0	0.0	0.0	0.0	0.0	0.0
34	100.0	57.7	0.0	0.0	0.0	0.0	0.0	0.0
35	100.0	59.5	0.0	0.0	0.0	0.0	0.0	0.0
36	100.0	61.4	0.0	0.0	0.0	0.0	0.0	0.0
37	100.0	63.2	0.0	0.0	0.0	2.2	0.0	0.0
38	100.0	65.1	0.0	0.0	0.0	4.7	0.0	0.0
39	100.0	67.2	0.0	0.0	0.0	7.3	0.0	0.0
40	100.0	69.1	0.0	0.0	0.0	9.8	0.0	0.0
41	100.0	71.1	0.0	0.0	0.0	12.6	0.0	0.0
42	100.0	73.0	0.0	0.0	0.0	15.1	0.0	0.0
43	100.0	75.0	0.0	0.0	0.0	17.8	0.0	0.0
44	100.0	77.0	0.0	0.0	0.0	20.0	0.0	0.0
45	100.0	78.9	0.0	0.0	0.0	22.3	0.0	0.0
46	100.0	80.7	0.0	0.0	0.0	24.6	0.0	0.0
47	100.0	82.8	0.0	0.0	0.0	27.4	0.0	0.0
48	100.0	84.7	0.0	0.0	0.0	29.6	0.0	0.0
49	100.0	86.7	0.0	0.0	0.0	32.2	0.0	0.0
50	100.0	88.7	0.0	0.0	0.0	35.0	0.0	0.0
51	100.0	90.8	0.0	0.0	0.0	37.2	0.0	0.0
52	100.0	93.0	0.0	0.0	0.0	39.4	0.0	0.0
53	100.0	94.9	0.0	0.0	0.0	41.9	0.0	0.0
54	100.0	96.7	0.0	0.0	0.0	44.3	0.0	0.0
55	100.0	98.8	0.0	0.0	0.0	46.7	0.0	0.0
