Name	project115
Expected duration	186
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	24.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	48.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	72.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	96.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	4.9	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	7.3	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	9.8	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	12.2	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	14.6	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	17.1	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	19.6	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	22.1	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	24.6	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	27.1	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	29.6	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	34.4	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	36.9	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	39.3	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	41.8	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	44.3	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	46.8	0.0	0.0	0.0	0.0	0.0	0.0
25	100.0	49.3	0.0	0.0	0.0	0.0	0.0	0.0
26	100.0	51.7	0.0	0.0	0.0	0.0	0.0	0.0
27	100.0	54.2	0.0	0.0	0.0	0.0	0.0	0.0
28	100.0	56.7	0.0	0.0	0.0	0.0	0.0	0.0
29	100.0	59.2	0.0	0.0	0.0	0.0	0.0	0.0
30	100.0	61.6	0.0	0.0	0.0	0.0	0.0	0.0
31	100.0	64.0	0.0	0.0	0.0	3.0	0.0	0.0
32	100.0	66.5	0.0	0.0	0.0	6.1	0.0	0.0
33	100.0	69.0	0.0	0.0	0.0	9.1	0.0	0.0
34	100.0	71.4	0.0	0.0	0.0	12.1	0.0	0.0
35	100.0	74.0	0.0	0.0	0.0	15.1	0.0	0.0
36	100.0	76.4	0.0	0.0	0.0	18.0	0.0	0.0
37	100.0	78.8	0.0	0.0	0.0	21.0	0.0	0.0
38	100.0	81.3	0.0	0.0	0.0	24.0	0.0	0.0
39	100.0	83.8	0.0	0.0	0.0	26.9	0.0	0.0
40	100.0	86.3	0.0	0.0	0.0	30.0	0.0	0.0
41	100.0	88.7	0.0	0.0	0.0	33.0	0.0	0.0
42	100.0	91.1	0.0	0.0	0.0	36.0	0.0	0.0
43	100.0	93.6	0.0	0.0	0.0	39.0	0.0	0.0
44	100.0	96.0	0.0	0.0	0.0	42.0	0.0	0.0
45	100.0	98.5	0.0	0.0	0.0	44.9	0.0	0.0
46	100.0	100.0	0.0	0.0	0.0	47.9	0.0	0.0
47	100.0	100.0	0.0	0.0	0.0	50.9	1.6	0.0
48	100.0	100.0	0.0	0.0	0.0	53.9	3.1	0.0
49	100.0	100.0	0.0	0.0	0.0	56.8	4.6	0.0
50	100.0	100.0	0.0	0.0	0.0	59.8	6.2	0.0
51	100.0	100.0	0.0	0.0	0.0	62.8	7.8	0.0
52	100.0	100.0	0.0	0.0	0.0	65.8	9.4	0.0
53	100.0	100.0	0.0	0.0	0.0	68.7	10.9	0.0
54	100.0	100.0	0.0	0.0	0.0	71.7	12.5	0.0
55	100.0	100.0	0.0	0.0	0.0	74.6	14.1	0.0
56	100.0	100.0	0.0	0.0	0.0	77.6	15.6	0.0
57	100.0	100.0	0.0	0.0	0.0	80.6	17.2	0.0
58	100.0	100.0	0.0	0.0	0.0	83.5	18.8	0.0
59	100.0	100.0	0.0	0.0	0.0	86.5	20.3	0.0
60	100.0	100.0	0.0	0.0	0.0	89.5	21.9	0.0
61	100.0	100.0	0.0	0.0	0.0	92.6	23.5	0.0
62	100.0	100.0	0.0	0.0	0.0	95.6	25.0	0.0
63	100.0	100.0	0.0	0.0	0.0	98.5	26.6	0.0
64	100.0	100.0	0.0	0.0	0.0	100.0	28.2	0.0
65	100.0	100.0	0.0	0.0	0.0	100.0	29.8	0.0
66	100.0	100.0	0.0	0.0	0.0	100.0	31.3	0.0
67	100.0	100.0	0.0	1.4	0.0	100.0	32.9	0.0
