Name	project108
Expected duration	167
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	30.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	60.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	2.7	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	5.3	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	7.9	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	10.5	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	13.2	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	15.8	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	18.6	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	21.2	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	23.7	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	26.3	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	28.8	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	31.7	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	34.3	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	36.8	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	39.5	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	42.1	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	44.7	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	47.2	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	49.8	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	52.4	0.0	0.0	0.0	0.0	0.0	0.0
25	100.0	55.3	0.0	0.0	0.0	0.0	0.0	0.0
26	100.0	57.9	0.0	0.0	0.0	0.0	0.0	0.0
27	100.0	60.6	0.0	0.0	0.0	0.0	0.0	0.0
28	100.0	63.1	0.0	0.0	0.0	3.1	0.0	0.0
29	100.0	65.7	0.0	0.0	0.0	6.5	0.0	0.0
30	100.0	68.4	0.0	0.0	0.0	9.7	0.0	0.0
31	100.0	71.1	0.0	0.0	0.0	12.9	0.0	0.0
32	100.0	73.8	0.0	0.0	0.0	15.9	0.0	0.0
33	100.0	76.4	0.0	0.0	0.0	19.1	0.0	0.0
34	100.0	78.9	0.0	0.0	0.0	22.2	0.0	0.0
35	100.0	81.5	0.0	0.0	0.0	25.2	0.0	0.0
36	100.0	84.0	0.0	0.0	0.0	28.3	0.0	0.0
37	100.0	86.6	0.0	0.0	0.0	31.6	0.0	0.0
38	100.0	89.1	0.0	0.0	0.0	34.6	0.0	0.0
39	100.0	91.7	0.0	0.0	0.0	37.9	0.0	0.0
40	100.0	94.3	0.0	0.0	0.0	40.9	0.0	0.0
41	100.0	97.0	0.0	0.0	0.0	44.0	0.0	0.0
42	100.0	99.7	0.0	0.0	0.0	47.2	0.0	0.0
43	100.0	100.0	0.0	0.0	0.0	50.2	0.0	0.0
44	100.0	100.0	0.0	0.0	0.0	53.4	1.6	0.0
45	100.0	100.0	0.0	0.0	0.0	56.7	3.2	0.0
46	100.0	100.0	0.0	0.0	0.0	60.0	4.9	0.0
47	100.0	100.0	0.0	0.0	0.0	63.0	6.6	0.0
48	100.0	100.0	0.0	0.0	0.0	66.3	8.3	0.0
49	100.0	100.0	0.0	0.0	0.0	69.5	10.0	0.0
50	100.0	100.0	0.0	0.0	0.0	72.6	11.6	0.0
51	100.0	100.0	0.0	0.0	0.0	75.7	13.2	0.0
52	100.0	100.0	0.0	0.0	0.0	79.1	14.9	0.0
53	100.0	100.0	0.0	0.0	0.0	82.4	16.6	0.0
54	100.0	100.0	0.0	0.0	0.0	85.5	18.4	0.0
55	100.0	100.0	0.0	0.0	0.0	88.7	20.0	0.0
