Name	project013
Expected duration	138
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	31.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	63.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	95.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	3.2	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	6.5	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	9.9	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	13.2	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	16.4	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	19.7	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	26.4	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	29.7	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	36.4	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	39.8	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	43.1	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	46.4	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	49.8	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	56.3	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	59.6	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	62.9	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	66.2	0.0	0.0	0.0	4.0	0.0	0.0
25	100.0	69.5	0.0	0.0	0.0	8.0	0.0	0.0
26	100.0	72.8	0.0	0.0	0.0	12.0	0.0	0.0
27	100.0	76.2	0.0	0.0	0.0	15.9	0.0	0.0
28	100.0	79.4	0.0	0.0	0.0	20.0	0.0	0.0
29	100.0	82.7	0.0	0.0	0.0	24.0	0.0	0.0
30	100.0	86.0	0.0	0.0	0.0	27.9	0.0	0.0
31	100.0	89.3	0.0	0.0	0.0	31.9	0.0	0.0
32	100.0	92.5	0.0	0.0	0.0	35.8	0.0	0.0
33	100.0	95.8	0.0	0.0	0.0	39.8	0.0	0.0
34	100.0	99.2	0.0	0.0	0.0	43.8	0.0	0.0
35	100.0	100.0	0.0	0.0	0.0	47.7	0.0	0.0
36	100.0	100.0	0.0	0.0	0.0	51.6	2.2	0.0
37	100.0	100.0	0.0	0.0	0.0	55.6	4.4	0.0
38	100.0	100.0	0.0	0.0	0.0	59.6	6.5	0.0
39	100.0	100.0	0.0	0.0	0.0	63.6	8.7	0.0
40	100.0	100.0	0.0	0.0	0.0	67.7	10.8	0.0
41	100.0	100.0	0.0	0.0	0.0	71.7	12.9	0.0
42	100.0	100.0	0.0	0.0	0.0	75.8	15.1	0.0
43	100.0	100.0	0.0	0.0	0.0	79.7	17.2	0.0
44	100.0	100.0	0.0	0.0	0.0	83.6	19.3	0.0
45	100.0	100.0	0.0	0.0	0.0	87.7	21.5	0.0
46	100.0	100.0	0.0	0.0	0.0	91.8	23.7	0.0
47	100.0	100.0	0.0	0.0	0.0	95.7	25.8	0.0
48	100.0	100.0	0.0	0.0	0.0	99.7	27.9	0.0
49	100.0	100.0	0.0	0.0	0.0	100.0	30.0	0.0
50	100.0	100.0	0.0	1.9	0.0	100.0	32.2	0.0
51	100.0	100.0	0.0	3.8	0.0	100.0	34.3	0.0
52	100.0	100.0	0.0	5.7	0.0	100.0	36.4	0.0
53	100.0	100.0	0.0	7.6	0.0	100.0	38.6	0.0
54	100.0	100.0	0.0	9.4	0.0	100.0	40.7	0.0
55	100.0	100.0	0.0	11.3	0.0	100.0	42.8	0.0
56	100.0	100.0	0.0	13.2	0.0	100.0	45.0	0.0
57	100.0	100.0	0.0	15.1	0.0	100.0	47.1	0.0
58	100.0	100.0	0.0	16.9	0.0	100.0	49.3	0.0
59	100.0	100.0	0.0	18.8	0.0	100.0	51.4	0.0
60	100.0	100.0	0.0	20.7	0.0	100.0	53.6	0.0
61	100.0	100.0	0.0	22.5	4.1	100.0	55.8	0.0
62	100.0	100.0	0.0	24.4	8.1	100.0	57.8	0.0
63	100.0	100.0	0.0	26.2	12.1	100.0	59.9	0.0
64	100.0	100.0	0.0	28.2	16.1	100.0	62.0	0.0
65	100.0	100.0	0.0	30.0	20.1	100.0	64.1	0.0
66	100.0	100.0	0.0	32.0	24.0	100.0	66.3	0.0
67	100.0	100.0	0.0	33.9	28.0	100.0	68.4	0.0
68	100.0	100.0	0.0	35.8	31.9	100.0	70.6	0.0
69	100.0	100.0	0.0	37.6	36.0	100.0	72.7	0.0
70	100.0	100.0	0.0	39.5	40.2	100.0	74.8	0.0
71	100.0	100.0	0.0	41.4	44.1	100.0	76.9	0.0
72	100.0	100.0	0.0	43.3	48.1	100.0	79.0	0.0
73	100.0	100.0	0.0	45.1	52.2	100.0	81.3	0.0
74	100.0	100.0	0.0	47.0	56.1	100.0	83.4	0.0
75	100.0	100.0	0.0	48.9	60.0	100.0	85.5	0.0
76	100.0	100.0	0.0	50.8	63.9	100.0	87.7	0.0
77	100.0	100.0	0.0	52.6	67.9	100.0	89.9	0.0
78	100.0	100.0	0.0	54.5	71.8	100.0	92.0	0.0
79	100.0	100.0	0.0	56.4	75.8	100.0	94.1	0.0
80	100.0	100.0	0.0	58.3	79.9	100.0	96.2	0.0
81	100.0	100.0	0.0	60.2	83.8	100.0	98.4	0.0
82	100.0	100.0	0.0	62.1	87.7	100.0	100.0	0.0
83	100.0	100.0	0.0	64.0	91.8	100.0	100.0	0.0
84	100.0	100.0	0.0	65.9	95.8	100.0	100.0	0.0
85	100.0	100.0	0.0	67.8	99.7	100.0	100.0	0.0
86	100.0	100.0	0.0	69.6	100.0	100.0	100.0	0.0
87	100.0	100.0	0.0	71.5	100.0	100.0	100.0	0.0
88	100.0	100.0	0.0	73.4	100.0	100.0	100.0	0.0
89	100.0	100.0	0.0	75.3	100.0	100.0	100.0	0.0
90	100.0	100.0	0.0	77.2	100.0	100.0	100.0	0.0
91	100.0	100.0	0.0	79.0	100.0	100.0	100.0	0.0
92	100.0	100.0	0.0	81.0	100.0	100.0	100.0	0.0
93	100.0	100.0	0.0	82.8	100.0	100.0	100.0	0.0
94	100.0	100.0	0.0	84.7	100.0	100.0	100.0	0.0
95	100.0	100.0	0.0	86.6	100.0	100.0	100.0	0.0
96	100.0	100.0	0.0	88.5	100.0	100.0	100.0	0.0
97	100.0	100.0	0.0	90.3	100.0	100.0	100.0	0.0
98	100.0	100.0	0.0	92.2	100.0	100.0	100.0	0.0
99	100.0	100.0	0.0	94.1	100.0	100.0	100.0	0.0
100	100.0	100.0	0.0	96.0	100.0	100.0	100.0	0.0
101	100.0	100.0	0.0	97.9	100.0	100.0	100.0	0.0
102	100.0	100.0	0.0	99.8	100.0	100.0	100.0	0.0
103	100.0	100.0	0.0	100.0	100.0	100.0	100.0	0.0
104	100.0	100.0	3.9	100.0	100.0	100.0	100.0	0.0
105	100.0	100.0	7.7	100.0	100.0	100.0	100.0	0.0
106	100.0	100.0	11.6	100.0	100.0	100.0	100.0	0.0
107	100.0	100.0	15.4	100.0	100.0	100.0	100.0	0.0
108	100.0	100.0	19.1	100.0	100.0	100.0	100.0	0.0
109	100.0	100.0	23.0	100.0	100.0	100.0	100.0	0.0
110	100.0	100.0	26.8	100.0	100.0	100.0	100.0	0.0
111	100.0	100.0	30.7	100.0	100.0	100.0	100.0	0.0
112	100.0	100.0	34.5	100.0	100.0	100.0	100.0	2.8
113	100.0	100.0	38.4	100.0	100.0	100.0	100.0	5.6
114	100.0	100.0	42.2	100.0	100.0	100.0	100.0	8.4
115	100.0	100.0	46.1	100.0	100.0	100.0	100.0	11.2
116	100.0	100.0	50.0	100.0	100.0	100.0	100.0	14.0
117	100.0	100.0	53.9	100.0	100.0	100.0	100.0	16.9
118	100.0	100.0	57.8	100.0	100.0	100.0	100.0	19.7
119	100.0	100.0	61.6	100.0	100.0	100.0	100.0	22.5
120	100.0	100.0	65.5	100.0	100.0	100.0	100.0	25.3
121	100.0	100.0	69.3	100.0	100.0	100.0	100.0	28.1
122	100.0	100.0	73.0	100.0	100.0	100.0	100.0	30.9
123	100.0	100.0	76.9	100.0	100.0	100.0	100.0	33.8
124	100.0	100.0	80.8	100.0	100.0	100.0	100.0	36.5
125	100.0	100.0	84.6	100.0	100.0	100.0	100.0	39.3
126	100.0	100.0	88.4	100.0	100.0	100.0	100.0	42.2
127	100.0	100.0	92.3	100.0	100.0	100.0	100.0	45.1
128	100.0	100.0	96.1	100.0	100.0	100.0	100.0	47.9
129	100.0	100.0	99.9	100.0	100.0	100.0	100.0	50.7
130	100.0	100.0	100.0	100.0	100.0	100.0	100.0	53.5
131	100.0	100.0	100.0	100.0	100.0	100.0	100.0	56.3
132	100.0	100.0	100.0	100.0	100.0	100.0	100.0	59.1
133	100.0	100.0	100.0	100.0	100.0	100.0	100.0	61.9
134	100.0	100.0	100.0	100.0	100.0	100.0	100.0	64.8
135	100.0	100.0	100.0	100.0	100.0	100.0	100.0	67.6
136	100.0	100.0	100.0	100.0	100.0	100.0	100.0	70.4
137	100.0	100.0	100.0	100.0	100.0	100.0	100.0	73.3
138	100.0	100.0	100.0	100.0	100.0	100.0	100.0	76.2
139	100.0	100.0	100.0	100.0	100.0	100.0	100.0	79.0
140	100.0	100.0	100.0	100.0	100.0	100.0	100.0	81.8
141	100.0	100.0	100.0	100.0	100.0	100.0	100.0	84.6
142	100.0	100.0	100.0	100.0	100.0	100.0	100.0	87.3
143	100.0	100.0	100.0	100.0	100.0	100.0	100.0	90.1
144	100.0	100.0	100.0	100.0	100.0	100.0	100.0	93.0
145	100.0	100.0	100.0	100.0	100.0	100.0	100.0	95.8
146	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.5
147	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
