Name	project073
Expected duration	195
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	2.4	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	4.9	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	7.3	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	9.8	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	12.2	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	14.6	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	17.1	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	19.5	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	21.9	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	24.4	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	26.8	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	29.3	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	31.7	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	34.1	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	36.6	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	41.4	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	43.9	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	46.3	0.0	0.0	0.0	0.0	0.0	0.0
25	100.0	48.8	0.0	0.0	0.0	0.0	0.0	0.0
26	100.0	51.2	0.0	0.0	0.0	0.0	0.0	0.0
27	100.0	53.6	0.0	0.0	0.0	0.0	0.0	0.0
28	100.0	56.1	0.0	0.0	0.0	0.0	0.0	0.0
29	100.0	58.5	0.0	0.0	0.0	0.0	0.0	0.0
30	100.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0
31	100.0	63.4	0.0	0.0	0.0	3.0	0.0	0.0
32	100.0	65.8	0.0	0.0	0.0	6.1	0.0	0.0
33	100.0	68.3	0.0	0.0	0.0	9.1	0.0	0.0
34	100.0	70.7	0.0	0.0	0.0	12.1	0.0	0.0
35	100.0	73.1	0.0	0.0	0.0	15.1	0.0	0.0
36	100.0	75.6	0.0	0.0	0.0	18.2	0.0	0.0
37	100.0	78.0	0.0	0.0	0.0	21.2	0.0	0.0
38	100.0	80.5	0.0	0.0	0.0	24.2	0.0	0.0
39	100.0	82.9	0.0	0.0	0.0	27.3	0.0	0.0
40	100.0	85.3	0.0	0.0	0.0	30.3	0.0	0.0
41	100.0	87.8	0.0	0.0	0.0	33.3	0.0	0.0
42	100.0	90.2	0.0	0.0	0.0	36.3	0.0	0.0
43	100.0	92.6	0.0	0.0	0.0	39.4	0.0	0.0
44	100.0	95.1	0.0	0.0	0.0	42.4	0.0	0.0
45	100.0	97.5	0.0	0.0	0.0	45.4	0.0	0.0
46	100.0	100.0	0.0	0.0	0.0	48.5	0.0	0.0
47	100.0	100.0	0.0	0.0	0.0	51.5	0.0	0.0
48	100.0	100.0	0.0	0.0	0.0	54.5	1.6	0.0
49	100.0	100.0	0.0	0.0	0.0	57.5	3.1	0.0
50	100.0	100.0	0.0	0.0	0.0	60.6	4.7	0.0
51	100.0	100.0	0.0	0.0	0.0	63.6	6.2	0.0
52	100.0	100.0	0.0	0.0	0.0	66.6	7.8	0.0
