Name	project094
Expected duration	153
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	33.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	66.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	6.1	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	9.1	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	12.1	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	15.1	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	18.2	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	21.2	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	24.2	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	27.3	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	30.3	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	33.3	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	36.4	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	39.4	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	42.4	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	45.4	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	48.5	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	51.5	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	54.5	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	57.6	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	60.6	0.0	0.0	0.0	0.0	0.0	0.0
25	100.0	63.6	0.0	0.0	0.0	3.8	0.0	0.0
26	100.0	66.6	0.0	0.0	0.0	7.7	0.0	0.0
27	100.0	69.7	0.0	0.0	0.0	11.5	0.0	0.0
28	100.0	72.7	0.0	0.0	0.0	15.4	0.0	0.0
29	100.0	75.7	0.0	0.0	0.0	19.2	0.0	0.0
30	100.0	78.8	0.0	0.0	0.0	23.1	0.0	0.0
31	100.0	81.8	0.0	0.0	0.0	26.9	0.0	0.0
32	100.0	84.8	0.0	0.0	0.0	30.8	0.0	0.0
33	100.0	87.9	0.0	0.0	0.0	34.6	0.0	0.0
34	100.0	90.9	0.0	0.0	0.0	38.5	0.0	0.0
35	100.0	93.9	0.0	0.0	0.0	42.3	0.0	0.0
36	100.0	96.9	0.0	0.0	0.0	46.1	0.0	0.0
37	100.0	100.0	0.0	0.0	0.0	50.0	0.0	0.0
38	100.0	100.0	0.0	0.0	0.0	53.8	0.0	0.0
39	100.0	100.0	0.0	0.0	0.0	57.7	2.0	0.0
40	100.0	100.0	0.0	0.0	0.0	61.5	4.0	0.0
41	100.0	100.0	0.0	0.0	0.0	65.4	6.0	0.0
42	100.0	100.0	0.0	0.0	0.0	69.2	8.0	0.0
43	100.0	100.0	0.0	0.0	0.0	73.1	10.0	0.0
44	100.0	100.0	0.0	0.0	0.0	76.9	12.0	0.0
45	100.0	100.0	0.0	0.0	0.0	80.8	14.0	0.0
46	100.0	100.0	0.0	0.0	0.0	84.6	16.0	0.0
47	100.0	100.0	0.0	0.0	0.0	88.4	18.0	0.0
48	100.0	100.0	0.0	0.0	0.0	92.3	20.0	0.0
49	100.0	100.0	0.0	0.0	0.0	96.1	22.0	0.0
50	100.0	100.0	0.0	0.0	0.0	100.0	24.0	0.0
51	100.0	100.0	0.0	0.0	0.0	100.0	26.0	0.0
52	100.0	100.0	0.0	0.0	0.0	100.0	28.0	0.0
53	100.0	100.0	0.0	0.0	0.0	100.0	30.0	0.0
54	100.0	100.0	0.0	0.0	0.0	100.0	32.0	0.0
55	100.0	100.0	0.0	1.8	0.0	100.0	34.0	0.0
56	100.0	100.0	0.0	3.5	0.0	100.0	36.0	0.0
57	100.0	100.0	0.0	5.3	0.0	100.0	38.0	0.0
58	100.0	100.0	0.0	7.0	0.0	100.0	40.0	0.0
59	100.0	100.0	0.0	8.8	0.0	100.0	42.0	0.0
60	100.0	100.0	0.0	10.5	0.0	100.0	44.0	0.0
