Name	project085
Expected duration	174
Week	Foundation	Framing	CurtainWall	HVAC	FireFighting	Elevator	Electrical	ArchitecturalFinishing
1	24.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	49.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	74.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	99.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	100.0	2.7	0.0	0.0	0.0	0.0	0.0	0.0
7	100.0	5.4	0.0	0.0	0.0	0.0	0.0	0.0
8	100.0	8.1	0.0	0.0	0.0	0.0	0.0	0.0
9	100.0	10.8	0.0	0.0	0.0	0.0	0.0	0.0
10	100.0	13.4	0.0	0.0	0.0	0.0	0.0	0.0
11	100.0	16.1	0.0	0.0	0.0	0.0	0.0	0.0
12	100.0	18.8	0.0	0.0	0.0	0.0	0.0	0.0
13	100.0	21.5	0.0	0.0	0.0	0.0	0.0	0.0
14	100.0	24.2	0.0	0.0	0.0	0.0	0.0	0.0
15	100.0	26.9	0.0	0.0	0.0	0.0	0.0	0.0
16	100.0	29.6	0.0	0.0	0.0	0.0	0.0	0.0
17	100.0	32.3	0.0	0.0	0.0	0.0	0.0	0.0
18	100.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0
19	100.0	37.7	0.0	0.0	0.0	0.0	0.0	0.0
20	100.0	40.4	0.0	0.0	0.0	0.0	0.0	0.0
21	100.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0
22	100.0	45.7	0.0	0.0	0.0	0.0	0.0	0.0
23	100.0	48.4	0.0	0.0	0.0	0.0	0.0	0.0
24	100.0	51.1	0.0	0.0	0.0	0.0	0.0	0.0
25	100.0	53.8	0.0	0.0	0.0	0.0	0.0	0.0
26	100.0	56.5	0.0	0.0	0.0	0.0	0.0	0.0
27	100.0	59.2	0.0	0.0	0.0	0.0	0.0	0.0
28	100.0	61.9	0.0	0.0	0.0	0.0	0.0	0.0
29	100.0	64.6	0.0	0.0	0.0	3.3	0.0	0.0
30	100.0	67.3	0.0	0.0	0.0	6.6	0.0	0.0
31	100.0	69.9	0.0	0.0	0.0	10.0	0.0	0.0
32	100.0	72.6	0.0	0.0	0.0	13.3	0.0	0.0
33	100.0	75.3	0.0	0.0	0.0	16.6	0.0	0.0
34	100.0	78.0	0.0	0.0	0.0	19.9	0.0	0.0
35	100.0	80.7	0.0	0.0	0.0	23.2	0.0	0.0
36	100.0	83.4	0.0	0.0	0.0	26.5	0.0	0.0
37	100.0	86.1	0.0	0.0	0.0	29.9	0.0	0.0
38	100.0	88.8	0.0	0.0	0.0	33.2	0.0	0.0
39	100.0	91.5	0.0	0.0	0.0	36.5	0.0	0.0
40	100.0	94.2	0.0	0.0	0.0	39.8	0.0	0.0
41	100.0	96.9	0.0	0.0	0.0	43.1	0.0	0.0
42	100.0	99.5	0.0	0.0	0.0	46.4	0.0	0.0
43	100.0	100.0	0.0	0.0	0.0	49.8	0.0	0.0
44	100.0	100.0	0.0	0.0	0.0	53.1	1.7	0.0
45	100.0	100.0	0.0	0.0	0.0	56.4	3.5	0.0
46	100.0	100.0	0.0	0.0	0.0	59.7	5.2	0.0
47	100.0	100.0	0.0	0.0	0.0	63.0	7.0	0.0
48	100.0	100.0	0.0	0.0	0.0	66.3	8.7	0.0
